notice_id_a,notice_id_b,jaccard
N000615,N008566,0.14285714285714285
N000615,N008662,0.17777777777777778
N000615,N008947,0.17361784675072744
N000615,N009061,0.13793103448275862
N000615,N009203,0.13687436159346272
N000615,N009320,0.19301470588235295
N000615,N009326,0.1821155943293348
N000615,N009340,0.16683022571148184
N000615,N009525,0.15958451369216242
N000615,N009539,0.1554800339847069
N000615,N009552,0.16150870406189555
N000615,N009610,0.17081081081081081
N000615,N009714,0.15476190476190477
N000615,N009803,0.18859649122807018
N000615,N009878,0.13636363636363635
N000615,N010036,0.1674127126230976
N000615,N010166,0.17343173431734318
N000615,N010443,0.17207207207207206
N000615,N010523,0.15017985611510792
N000615,N010528,0.1548956661316212
N000615,N010529,0.14953271028037382
N000615,N010757,0.1595744680851064
N000615,N010820,0.17959183673469387
N000615,N010822,0.17868020304568527
N000615,N010879,0.17152658662092624
N000615,N010887,0.1720747295968535
N000615,N011115,0.16756756756756758
N000615,N011324,0.1686046511627907
N000615,N011614,0.17825112107623317
N000615,N011640,0.14553014553014554
N000615,N011656,0.16137339055793992
N000615,N011760,0.16901408450704225
N000615,N011864,0.17012448132780084
N000615,N011880,0.18155339805825244
N000616,N000617,0.5255863539445629
N000616,N000618,0.5633802816901409
N000616,N000619,0.14412811387900357
N000616,N000622,0.14013840830449828
N000616,N000623,0.14451382694023193
N000616,N000624,0.14425645592163847
N000616,N000811,0.1344922232387923
N000616,N000812,0.13232682060390763
N000616,N000815,0.13220940550133098
N000616,N000816,0.13657195233730524
N000616,N000878,0.1507321274763135
N000616,N000982,0.1569377990430622
N000616,N001022,0.15915363385464582
N000616,N001118,0.1450320512820513
N000616,N001121,0.14561544650040226
N000616,N001122,0.14538152610441768
N000616,N001128,0.14188615123194562
N000616,N001131,0.14049586776859505
N000616,N001133,0.14505119453924914
N000616,N001163,0.18007662835249041
N000616,N001165,0.18053777208706787
N000616,N001537,0.191129883843717
N000616,N001558,0.17957446808510638
N000616,N001810,0.16115702479338842
N000616,N001829,0.1689545934530095
N000616,N001830,0.1620795107033639
N000616,N001853,0.1725043782837128
N000616,N001891,0.16953528399311532
N000616,N002024,0.14338235294117646
N000616,N002055,0.18680089485458612
N000616,N002157,0.16546762589928057
N000616,N002158,0.1651705565529623
N000616,N002357,0.1513859275053305
N000616,N002562,0.2154006243496358
N000616,N002563,0.20783132530120482
N000616,N002564,0.21473029045643152
N000616,N002638,0.18274582560296845
N000616,N002639,0.1783783783783784
N000616,N002640,0.1778975741239892
N000616,N002746,0.17677824267782427
N000616,N002747,0.1762252346193952
N000616,N002783,0.1764102564102564
N000616,N002849,0.16447944006999124
N000616,N002850,0.16433566433566432
N000616,N003171,0.17746759720837488
N000616,N003213,0.14285714285714285
N000616,N003317,0.21796276013143484
N000616,N003357,0.17270788912579957
N000616,N003390,0.17633928571428573
N000616,N003393,0.18002081165452655
N000616,N003402,0.186155285313377
N000616,N003618,0.16283348666053357
N000616,N003637,0.14501510574018128
N000616,N003899,0.15211521152115212
N000616,N004030,0.12345679012345678
N000616,N004036,0.1691542288557214
N000616,N004039,0.15459882583170254
N000616,N004126,0.16196615632554393
N000616,N004127,0.1662531017369727
N000616,N004128,0.16183574879227053
N000616,N004131,0.18712029161603888
N000616,N004211,0.16143497757847533
N000616,N004387,0.12352941176470589
N000616,N004393,0.13446808510638297
N000616,N004585,0.15377358490566037
N000616,N004602,0.15575396825396826
N000616,N004631,0.13706563706563707
N000616,N004692,0.1680830972615675
N000616,N004697,0.17073170731707318
N000616,N004893,0.1750841750841751
N000616,N004894,0.1750841750841751
N000616,N004896,0.1622364802933089
N000616,N004897,0.16793168880455409
N000616,N004919,0.17471466198419666
N000616,N004923,0.17976513098464317
N000616,N004927,0.1493212669683258
N000616,N004928,0.1473170731707317
N000616,N004929,0.14245283018867924
N000616,N004979,0.15547024952015356
N000616,N004983,0.15532118887823587
N000616,N005001,0.14491449144914492
N000616,N005026,0.18559837728194725
N000616,N005250,0.14351425942962281
N000616,N005251,0.14338235294117646
N000616,N005268,0.15504807692307693
N000616,N005349,0.17640918580375783
N000616,N005679,0.18330308529945555
N000616,N005680,0.17781690140845072
N000616,N005682,0.18330308529945555
N000616,N005690,0.13878676470588236
N000616,N005755,0.14944491887275832
N000616,N005756,0.1497005988023952
N000616,N005760,0.1390946502057613
N000616,N005836,0.1383399209486166
N000616,N005962,0.1473170731707317
N000616,N005984,0.15010799136069114
N000616,N006084,0.1903986981285598
N000616,N006085,0.1915240423797881
N000616,N006091,0.16149635036496351
N000616,N006232,0.1617161716171617
N000616,N006362,0.14123376623376624
N000616,N006536,0.15136054421768708
N000616,N006621,0.1896551724137931
N000616,N006624,0.18924731182795698
N000616,N006626,0.18904403866809882
N000616,N006627,0.1825726141078838
N000616,N006842,0.1682051282051282
N000616,N006845,0.16237623762376238
N000616,N006847,0.1682051282051282
N000616,N006858,0.18429319371727748
N000616,N006859,0.1837160751565762
N000616,N006860,0.18429319371727748
N000616,N006983,0.1885245901639344
N000616,N007151,0.15358931552587646
N000616,N007332,0.19061032863849764
N000616,N007333,0.1900749063670412
N000616,N007551,0.15467980295566502
N000616,N007651,0.18477251624883936
N000616,N007653,0.18477251624883936
N000616,N007654,0.1796028880866426
N000616,N007658,0.18494423791821563
N000616,N007923,0.1455767077267637
N000616,N008077,0.14488636363636365
N000616,N008097,0.19331742243436753
N000616,N008119,0.17512437810945275
N000616,N008174,0.1408614668218859
N000616,N008175,0.13707865168539327
N000616,N008177,0.14037122969837587
N000616,N008355,0.1625615763546798
N000616,N008377,0.1794871794871795
N000616,N008408,0.17609391675560299
N000616,N008425,0.1585261353898886
N000616,N008519,0.16112084063047286
N000616,N008564,0.1468416735028712
N000616,N008566,0.14285714285714285
N000616,N008619,0.16245883644346873
N000616,N008620,0.15956284153005465
N000616,N008662,0.174373795761079
N000616,N008868,0.14578005115089515
N000616,N008875,0.15925925925925927
N000616,N008947,0.17361784675072744
N000616,N009061,0.13793103448275862
N000616,N009203,0.13687436159346272
N000616,N009320,0.1919191919191919
N000616,N009326,0.1821155943293348
N000616,N009340,0.16683022571148184
N000616,N009525,0.15958451369216242
N000616,N009539,0.15843270868824533
N000616,N009552,0.16375968992248063
N000616,N009610,0.1695464362850972
N000616,N009699,0.1318435754189944
N000616,N009714,0.15476190476190477
N000616,N009803,0.18729463307776562
N000616,N009840,0.1468298109010011
N000616,N009878,0.13636363636363635
N000616,N010025,0.20222222222222222
N000616,N010026,0.20222222222222222
N000616,N010029,0.19316969050160085
N000616,N010030,0.1948608137044968
N000616,N010031,0.20244716351501668
N000616,N010032,0.20222222222222222
N000616,N010036,0.16845878136200718
N000616,N010063,0.1872037914691943
N000616,N010064,0.1793416572077185
N000616,N010166,0.17343173431734318
N000616,N010173,0.2051009564293305
N000616,N010294,0.16755602988260407
N000616,N010296,0.15928270042194093
N000616,N010300,0.15945089757127773
N000616,N010443,0.17207207207207206
N000616,N010523,0.15017985611510792
N000616,N010528,0.15396952686447474
N000616,N010529,0.14953271028037382
N000616,N010757,0.1595744680851064
N000616,N010820,0.17959183673469387
N000616,N010822,0.17868020304568527
N000616,N010879,0.17152658662092624
N000616,N010887,0.17092337917485265
N000616,N010978,0.14408602150537633
N000616,N011115,0.16756756756756758
N000616,N011324,0.16747337850919652
N000616,N011554,0.16151202749140894
N000616,N011555,0.1681614349775785
N000616,N011556,0.17462165308498254
N000616,N011557,0.17482517482517482
N000616,N011558,0.17386231038506417
N000616,N011559,0.1551155115511551
N000616,N011575,0.136986301369863
N000616,N011614,0.17825112107623317
N000616,N011640,0.14434060228452752
N000616,N011656,0.16137339055793992
N000616,N011697,0.12183235867446393
N000616,N011760,0.16901408450704225
N000616,N011781,0.161873459326212
N000616,N011864,0.17255717255717257
N000616,N011880,0.18040737148399613
N000617,N000618,0.44415357766143104
N000617,N000639,0.36330935251798563
N000617,N000960,0.3561013046815042
N000617,N001047,0.33079056865464634
N000617,N001349,0.35621662852784136
N000617,N001552,0.3280689160086145
N000617,N001559,0.3293333333333333
N000617,N001576,0.35853131749460043
N000617,N001651,0.370398773006135
N000617,N001769,0.35015290519877673
N000617,N001854,0.33083219645293316
N000617,N001855,0.3301565690946222
N000617,N001872,0.3277310924369748
N000617,N001931,0.3228021978021978
N000617,N001991,0.38588450962419796
N000617,N002271,0.3520485584218513
N000617,N002545,0.32281731474688186
N000617,N002619,0.3488045007032349
N000617,N002634,0.35697583787996884
N000617,N002802,0.34767025089605735
N000617,N002871,0.35
N000617,N002880,0.31875
N000617,N002923,0.3240418118466899
N000617,N002989,0.359816653934301
N000617,N002994,0.3561643835616438
N000617,N003079,0.34649122807017546
N000617,N003109,0.3359712230215827
N000617,N003122,0.39948453608247425
N000617,N003144,0.36164383561643837
N000617,N003147,0.3338068181818182
N000617,N003201,0.34058514628657166
N000617,N003203,0.34058514628657166
N000617,N003398,0.3511627906976744
N000617,N003424,0.35371517027863775
N000617,N003565,0.3668543845534996
N000617,N003830,0.3033779477374124
N000617,N003838,0.317428760768721
N000617,N003995,0.32746249184605347
N000617,N004006,0.3461860854987427
N000617,N004132,0.33519553072625696
N000617,N004401,0.3333333333333333
N000617,N004492,0.36231884057971014
N000617,N004586,0.35278514588859416
N000617,N004650,0.33401779603011633
N000617,N004655,0.33473980309423346
N000617,N004662,0.36698717948717946
N000617,N004664,0.3750985027580772
N000617,N004795,0.356120826709062
N000617,N004895,0.3432727272727273
N000617,N004909,0.3394495412844037
N000617,N004922,0.3506276150627615
N000617,N004982,0.3518930957683742
N000617,N005075,0.328149300155521
N000617,N005288,0.3597560975609756
N000617,N005300,0.3561752988047809
N000617,N005301,0.36585365853658536
N000617,N005428,0.30624187256176855
N000617,N005587,0.3631799163179916
N000617,N005589,0.351575456053068
N000617,N005724,0.3682539682539683
N000617,N005835,0.3637071651090343
N000617,N005983,0.35526315789473684
N000617,N006049,0.34026334026334026
N000617,N006068,0.35017064846416385
N000617,N006155,0.3563390847711928
N000617,N006199,0.3648548026805659
N000617,N006316,0.3511705685618729
N000617,N006360,0.37136294027565087
N000617,N006469,0.331720801658604
N000617,N006578,0.3832236842105263
N000617,N006756,0.3251001335113485
N000617,N006802,0.3333333333333333
N000617,N006844,0.3744207599629286
N000617,N007112,0.34420541290770296
N000617,N007150,0.31032215647600264
N000617,N007152,0.3190104166666667
N000617,N007153,0.3577163247100803
N000617,N007310,0.33170048985304407
N000617,N007331,0.38636363636363635
N000617,N007340,0.37376048817696417
N000617,N007419,0.31962481962481964
N000617,N007936,0.3330985915492958
N000617,N008208,0.3167013167013167
N000617,N008446,0.32488822652757077
N000617,N008460,0.35774218154080856
N000617,N008462,0.3493415956622773
N000617,N008476,0.35719557195571955
N000617,N008495,0.3201342281879195
N000617,N008783,0.3685092127303183
N000617,N008919,0.38024475524475526
N000617,N009047,0.38763575605680867
N000617,N009049,0.40281224152191897
N000617,N009066,0.3241053342336259
N000617,N009068,0.32432432432432434
N000617,N009202,0.3383800151400454
N000617,N009279,0.35960214231063503
N000617,N009360,0.39406430338004944
N000617,N009445,0.3449447748513169
N000617,N009478,0.33221024258760107
N000617,N009538,0.3206262763784888
N000617,N009551,0.3522727272727273
N000617,N009609,0.37293729372937295
N000617,N009617,0.3284477015323118
N000617,N009650,0.3270175438596491
N000617,N009749,0.39864864864864863
N000617,N009773,0.3390804597701149
N000617,N009774,0.3472
N000617,N009801,0.38186356073211314
N000617,N009839,0.3206779661016949
N000617,N009951,0.39697542533081287
N000617,N010016,0.35638297872340424
N000617,N010141,0.34707646176911544
N000617,N010142,0.34681647940074906
N000617,N010245,0.3202293202293202
N000617,N010312,0.3263296126066973
N000617,N010335,0.3501238645747316
N000617,N010476,0.337322363500374
N000617,N010497,0.35953420669577874
N000617,N010530,0.3057324840764331
N000617,N010787,0.32967032967032966
N000617,N010917,0.3397129186602871
N000617,N011014,0.38501742160278746
N000617,N011017,0.32574031890660593
N000617,N011091,0.30492676431424764
N000617,N011132,0.3354655294953802
N000617,N011157,0.3367722918201916
N000617,N011188,0.3358516483516483
N000617,N011613,0.383248730964467
N000617,N011892,0.3515151515151515
N000618,N000798,0.26337448559670784
N000618,N000983,0.2789799072642968
N000618,N001078,0.32522522522522523
N000618,N001087,0.2876071706936867
N000618,N001134,0.2598314606741573
N000618,N001164,0.3260654112983152
N000618,N001166,0.3189577717879605
N000618,N001232,0.27408793264733394
N000618,N001268,0.3190348525469169
N000618,N001350,0.2988855116514691
N000618,N001399,0.3297394429469901
N000618,N001428,0.28998242530755713
N000618,N001481,0.28721804511278193
N000618,N001525,0.28492935635792777
N000618,N001675,0.2815829528158295
N000618,N001776,0.3000859845227859
N000618,N001777,0.29385964912280704
N000618,N002001,0.2855721393034826
N000618,N002132,0.2711076684740511
N000618,N002160,0.3109318996415771
N000618,N002226,0.3052064631956912
N000618,N002244,0.2823439878234399
N000618,N002407,0.31711880261927033
N000618,N002614,0.3014354066985646
N000618,N002737,0.3142123287671233
N000618,N002740,0.32100840336134456
N000618,N002748,0.28901200369344415
N000618,N002779,0.2857142857142857
N000618,N002887,0.2736248236953456
N000618,N002888,0.2747175141242938
N000618,N002944,0.2866141732283465
N000618,N002957,0.26751117734724295
N000618,N003027,0.3353191489361702
N000618,N003045,0.2812018489984592
N000618,N003397,0.3032094594594595
N000618,N003622,0.2948243992606285
N000618,N003819,0.2945389435989257
N000618,N003905,0.2777777777777778
N000618,N003918,0.29731993299832493
N000618,N003919,0.29707112970711297
N000618,N004082,0.3226643598615917
N000618,N004122,0.2898550724637681
N000618,N004135,0.30008244023083264
N000618,N004621,0.31825795644891125
N000618,N004799,0.3057644110275689
N000618,N005009,0.2975352112676056
N000618,N005195,0.28425925925925927
N000618,N005371,0.25430737422467264
N000618,N005486,0.28269617706237427
N000618,N005507,0.29901960784313725
N000618,N005520,0.31216457960644006
N000618,N005608,0.2765011119347665
N000618,N005648,0.3232600732600733
N000618,N005674,0.28003060443764344
N000618,N005738,0.2856088560885609
N000618,N005840,0.3193493150684932
N000618,N005844,0.30755395683453235
N000618,N005851,0.2933467741935484
N000618,N005869,0.2971887550200803
N000618,N005919,0.2695139911634757
N000618,N005994,0.2963963963963964
N000618,N006160,0.31598864711447494
N000618,N006269,0.2902902902902903
N000618,N006441,0.2934010152284264
N000618,N006560,0.28865979381443296
N000618,N006625,0.31833616298811546
N000618,N006638,0.2853309481216458
N000618,N006651,0.2879008746355685
N000618,N006692,0.2926613616268789
N000618,N006856,0.27814029363784665
N000618,N007171,0.29948364888123924
N000618,N007213,0.2915282392026578
N000618,N007330,0.3124006359300477
N000618,N007336,0.2879699248120301
N000618,N007384,0.3030821917808219
N000618,N007492,0.297951582867784
N000618,N007697,0.28982300884955753
N000618,N007845,0.29190056134723336
N000618,N007974,0.2737881508078995
N000618,N008020,0.2911290322580645
N000618,N008024,0.26747195858498707
N000618,N008087,0.2915451895043732
N000618,N008212,0.2857142857142857
N000618,N008342,0.3134851138353765
N000618,N008417,0.28345323741007195
N000618,N008429,0.3141025641025641
N000618,N008430,0.3029989658738366
N000618,N008459,0.28487886382623223
N000618,N008759,0.305770887166236
N000618,N008787,0.2770597738287561
N000618,N008829,0.3231707317073171
N000618,N008844,0.30180180180180183
N000618,N008849,0.30180180180180183
N000618,N009109,0.3432406519654842
N000618,N009156,0.2886056971514243
N000618,N009183,0.2730829420970266
N000618,N009189,0.3285302593659942
N000618,N009227,0.3022794846382557
N000618,N009237,0.3428308823529412
N000618,N009421,0.26872852233676975
N000618,N009477,0.27854671280276816
N000618,N009523,0.290990990990991
N000618,N009553,0.2889795918367347
N000618,N009738,0.3072877535687453
N000618,N009739,0.3048128342245989
N000618,N009761,0.2789768185451639
N000618,N009888,0.2900919305413687
N000618,N009938,0.28906955736224027
N000618,N009979,0.3062283737024221
N000618,N010039,0.2592920353982301
N000618,N010134,0.32974910394265233
N000618,N010344,0.3151183970856102
N000618,N010460,0.2962962962962963
N000618,N010637,0.27525057825751736
N000618,N010965,0.27041742286751363
N000618,N010967,0.27922624053826745
N000618,N011048,0.26805555555555555
N000618,N011073,0.2976923076923077
N000618,N011136,0.2984531392174704
N000618,N011586,0.2788225674570728
N000618,N011655,0.26906474820143883
N000618,N011666,0.28953399541634833
N000618,N011685,0.2781168265039233
N000618,N011686,0.28398576512455515
N000618,N011761,0.3049119555143652
N000618,N011770,0.2677165354330709
N000618,N011780,0.28205128205128205
N000618,N011944,0.29725228975853457
N000619,N000620,0.44014732965009207
N000619,N000621,0.8168316831683168
N000619,N000622,0.8793969849246231
N000619,N000623,0.9198423127463863
N000619,N000624,0.9174311926605505
N000619,N000756,0.15559293523969722
N000619,N001109,0.152753108348135
N000619,N001128,0.1716705157813703
N000619,N001131,0.1661676646706587
N000619,N001133,0.17103235747303544
N000619,N001163,0.12105798575788403
N000619,N001165,0.12130479102956167
N000619,N001241,0.17937971500419111
N000619,N001474,0.16904761904761906
N000619,N001537,0.17130044843049327
N000619,N001541,0.16485355648535566
N000619,N001542,0.16953528399311532
N000619,N001763,0.1703499079189687
N000619,N001764,0.17050691244239632
N000619,N001799,0.16222391469916222
N000619,N001800,0.17
N000619,N001876,0.18359375
N000619,N002024,0.1761786600496278
N000619,N002506,0.16724436741767765
N000619,N002715,0.16883116883116883
N000619,N002889,0.1687732342007435
N000619,N003171,0.16953528399311532
N000619,N003328,0.17593297791317594
N000619,N003357,0.15656108597285068
N000619,N003637,0.14050303555941024
N000619,N003708,0.17217391304347826
N000619,N003854,0.18377911993097498
N000619,N003906,0.1923377638780297
N000619,N003908,0.19806763285024154
N000619,N004030,0.15928449744463374
N000619,N004036,0.15148936170212765
N000619,N004039,0.1421362489486964
N000619,N004211,0.1431261770244821
N000619,N004387,0.17715617715617715
N000619,N004393,0.18324197337509787
N000619,N004480,0.17024661893396978
N000619,N004482,0.17065390749601275
N000619,N004556,0.15411558669001751
N000619,N004562,0.17298937784522003
N000619,N004692,0.16269515201314708
N000619,N004765,0.17089201877934274
N000619,N004853,0.15947136563876652
N000619,N004928,0.15627668659265584
N000619,N004929,0.1517412935323383
N000619,N005001,0.17504051863857376
N000619,N005026,0.1582115219260533
N000619,N005048,0.1607324516785351
N000619,N005097,0.20173913043478262
N000619,N005143,0.1664
N000619,N005250,0.17729908864954433
N000619,N005251,0.1771523178807947
N000619,N005344,0.15775635407537247
N000619,N005346,0.15775635407537247
N000619,N005348,0.1587719298245614
N000619,N005372,0.1725214676034348
N000619,N005679,0.1650943396226415
N000619,N005682,0.1650943396226415
N000619,N005690,0.14274193548387096
N000619,N005734,0.1697211155378486
N000619,N005755,0.18506998444790046
N000619,N005756,0.1853582554517134
N000619,N005760,0.1691616766467066
N000619,N006091,0.1903199343724364
N000619,N006232,0.14153561517113783
N000619,N006536,0.17484662576687116
N000619,N006641,0.1514935988620199
N000619,N006642,0.15502183406113537
N000619,N006644,0.14703493095044678
N000619,N006796,0.1850941850941851
N000619,N007358,0.15667166416791603
N000619,N007551,0.17698343504795117
N000619,N007741,0.1483704974271012
N000619,N007923,0.12033582089552239
N000619,N008174,0.1442687747035573
N000619,N008175,0.14093959731543623
N000619,N008177,0.1438423645320197
N000619,N008223,0.161873459326212
N000619,N008355,0.17474048442906576
N000619,N008619,0.14856081708449395
N000619,N008620,0.14828544949026876
N000619,N008668,0.16563330380868024
N000619,N008669,0.16563330380868024
N000619,N008672,0.17046490428441202
N000619,N008673,0.1650485436893204
N000619,N008763,0.17789553368660105
N000619,N008868,0.15041572184429328
N000619,N008875,0.16830065359477125
N000619,N009352,0.15078125
N000619,N009353,0.15078125
N000619,N009354,0.15477145148356056
N000619,N009355,0.15089913995308835
N000619,N009356,0.1546474358974359
N000619,N009357,0.1545236188951161
N000619,N009699,0.13105413105413105
N000619,N009840,0.14923954372623574
N000619,N010025,0.14545454545454545
N000619,N010026,0.14545454545454545
N000619,N010029,0.14185022026431718
N000619,N010030,0.14109347442680775
N000619,N010031,0.14558689717925385
N000619,N010032,0.14545454545454545
N000619,N010063,0.12274024738344434
N000619,N010064,0.11856617647058823
N000619,N010173,0.15391380826737028
N000619,N010294,0.14183123877917414
N000619,N010296,0.1351111111111111
N000619,N010300,0.13523131672597866
N000619,N010743,0.15684882895670688
N000619,N010978,0.15966386554621848
N000619,N011025,0.1743190661478599
N000619,N011026,0.17459080280592362
N000619,N011554,0.13415794481446242
N000619,N011555,0.14446529080675422
N000619,N011556,0.14908034849951599
N000619,N011557,0.14922480620155038
N000619,N011558,0.1528724440116845
N000619,N011559,0.1297148114075437
N000619,N011575,0.1638888888888889
N000619,N011640,0.17323556370302476
N000619,N011697,0.15364583333333334
N000619,N011759,0.1324376199616123
N000619,N011760,0.13980582524271845
N000619,N011781,0.16801173881144535
N000620,N000621,0.42805100182149364
N000620,N000622,0.4275491949910555
N000620,N000623,0.44136657433056325
N000620,N000624,0.44055299539170506
N000620,N000660,0.32051282051282054
N000620,N000689,0.3492935635792779
N000620,N000692,0.3498427672955975
N000620,N000863,0.32122093023255816
N000620,N001243,0.38533834586466165
N000620,N001725,0.3877349159248269
N000620,N001745,0.34268385140257773
N000620,N001819,0.3484965304548959
N000620,N002061,0.35033259423503327
N000620,N002097,0.3926206244087039
N000620,N002264,0.3354931605471562
N000620,N002270,0.4214145383104126
N000620,N002684,0.3338403041825095
N000620,N002686,0.3338403041825095
N000620,N002936,0.31472763954270344
N000620,N003363,0.4038800705467372
N000620,N003463,0.4001874414245548
N000620,N003692,0.37085514834205935
N000620,N003716,0.40396753832281335
N000620,N003764,0.3838951310861423
N000620,N003786,0.3388931008339651
N000620,N003790,0.3383800151400454
N000620,N003804,0.39301700984780663
N000620,N003898,0.38095238095238093
N000620,N004041,0.3896218117854002
N000620,N004151,0.3634854771784232
N000620,N004267,0.34465317919075145
N000620,N004435,0.3220689655172414
N000620,N004490,0.37791199309749784
N000620,N004502,0.39592969472710454
N000620,N004568,0.37327188940092165
N000620,N004701,0.36419753086419754
N000620,N004806,0.38221814848762603
N000620,N004909,0.34959941733430444
N000620,N004952,0.3899647887323944
N000620,N005011,0.3925657298277425
N000620,N005170,0.3922127255460589
N000620,N005375,0.3089321692411014
N000620,N005628,0.3876567020250723
N000620,N005759,0.31708991077556625
N000620,N005762,0.30903010033444817
N000620,N005793,0.3297129557796742
N000620,N005795,0.3202712886209495
N000620,N005963,0.3385579937304075
N000620,N006998,0.32270311313591493
N000620,N007266,0.4009345794392523
N000620,N007474,0.38341013824884795
N000620,N007502,0.4083769633507853
N000620,N007746,0.32641660015961693
N000620,N007755,0.32168330955777463
N000620,N007828,0.3296875
N000620,N007883,0.3462171052631579
N000620,N007951,0.32027649769585254
N000620,N008241,0.36770921386306
N000620,N008249,0.40142729705619984
N000620,N008298,0.37737407101568954
N000620,N008316,0.31761442441054094
N000620,N008645,0.41526263627353815
N000620,N008687,0.34798534798534797
N000620,N008969,0.38398544131028206
N000620,N009030,0.33699921445404557
N000620,N009238,0.3931707317073171
N000620,N009248,0.38173913043478264
N000620,N009260,0.3318551367331855
N000620,N009395,0.3027065527065527
N000620,N009455,0.34059725585149314
N000620,N009494,0.4028169014084507
N000620,N009510,0.39432753888380606
N000620,N009562,0.41450313339301703
N000620,N009600,0.3936651583710407
N000620,N009608,0.359106529209622
N000620,N009675,0.3775862068965517
N000620,N009715,0.390154968094804
N000620,N009773,0.36371453138435084
N000620,N010284,0.37617021276595747
N000620,N010286,0.37628865979381443
N000620,N010321,0.3992467043314501
N000620,N010413,0.3314285714285714
N000620,N010437,0.40940254652301666
N000620,N010574,0.40786948176583493
N000620,N010634,0.4159928122192273
N000620,N010635,0.4163636363636364
N000620,N010760,0.4017681728880157
N000620,N011041,0.40896091515729266
N000620,N011043,0.40373831775700936
N000620,N011081,0.3877917414721723
N000620,N011216,0.4135188866799205
N000620,N011482,0.40860215053763443
N000620,N011530,0.3837739288969918
N000620,N011568,0.35625517812758906
N000620,N011604,0.38022165387894286
N000621,N000622,0.8337408312958435
N000621,N000623,0.8710089399744572
N000621,N000624,0.8735632183908046
N000621,N000756,0.14451827242524917
N000621,N001109,0.14612676056338028
N000621,N001241,0.16708023159636062
N000621,N001474,0.16299212598425197
N000621,N001541,0.1537190082644628
N000621,N001542,0.1580288870008496
N000621,N001763,0.1633211678832117
N000621,N001764,0.1634703196347032
N000621,N001799,0.17061973986228002
N000621,N001800,0.16234756097560976
N000621,N001876,0.17297297297297298
N000621,N002506,0.15866209262435677
N000621,N002715,0.16264090177133655
N000621,N002889,0.16309963099630997
N000621,N003328,0.16390977443609023
N000621,N003708,0.16551724137931034
N000621,N003854,0.17606837606837608
N000621,N003906,0.18619084561675717
N000621,N003908,0.19169329073482427
N000621,N004480,0.16141732283464566
N000621,N004482,0.16179952644041043
N000621,N004556,0.14756944444444445
N000621,N004562,0.16716867469879518
N000621,N004765,0.1572617946345976
N000621,N004853,0.15283842794759825
N000621,N005048,0.14385614385614387
N000621,N005097,0.19585849870578084
N000621,N005143,0.15573122529644268
N000621,N005344,0.15117289313640314
N000621,N005346,0.15117289313640314
N000621,N005348,0.15117289313640314
N000621,N005372,0.16834755624515127
N000621,N005679,0.15912636505460218
N000621,N005682,0.15912636505460218
N000621,N005734,0.16363636363636364
N000621,N005820,0.18472906403940886
N000621,N006641,0.1461864406779661
N000621,N006642,0.1495664739884393
N000621,N006644,0.14193548387096774
N000621,N006796,0.17871649065800163
N000621,N007358,0.15104166666666666
N000621,N007741,0.14200680272108843
N000621,N008223,0.17093311312964493
N000621,N008668,0.15891132572431957
N000621,N008669,0.15891132572431957
N000621,N008672,0.16350496838301717
N000621,N008673,0.15835520559930008
N000621,N008763,0.17117117117117117
N000621,N009352,0.14584949573312644
N000621,N009353,0.14584949573312644
N000621,N009354,0.14968152866242038
N000621,N009355,0.14596273291925466
N000621,N009356,0.14956245027844073
N000621,N009357,0.1494435612082671
N000621,N010632,0.1703204047217538
N000621,N010743,0.1646471846044191
N000621,N011025,0.16833976833976835
N000621,N011026,0.168600154679041
N000621,N011759,0.14285714285714285
N000621,N011760,0.1326923076923077
N000621,N011855,0.1597573306370071
N000622,N000623,0.94148244473342
N000622,N000624,0.9390402075226978
N000622,N000756,0.15151515151515152
N000622,N001109,0.14853195164075994
N000622,N001128,0.16666666666666666
N000622,N001131,0.17429837518463812
N000622,N001133,0.16691729323308271
N000622,N001163,0.11724137931034483
N000622,N001165,0.11747285291214216
N000622,N001241,0.1737357259380098
N000622,N001474,0.16486068111455107
N000622,N001537,0.16550522648083624
N000622,N001541,0.18272425249169436
N000622,N001542,0.16499162479061977
N000622,N001763,0.16547406082289803
N000622,N001764,0.1656222023276634
N000622,N001799,0.158364312267658
N000622,N001800,0.164167916041979
N000622,N001876,0.17911585365853658
N000622,N002024,0.1716357775987107
N000622,N002506,0.1627318718381113
N000622,N002715,0.16455696202531644
N000622,N002889,0.16485112563543936
N000622,N003171,0.16596814752724226
N000622,N003328,0.19847908745247148
N000622,N003357,0.1521547933157432
N000622,N003637,0.13670886075949368
N000622,N003708,0.16751269035532995
N000622,N003854,0.17884130982367757
N000622,N003906,0.2004626060138782
N000622,N003908,0.19402985074626866
N000622,N004030,0.1686241610738255
N000622,N004036,0.14747307373653687
N000622,N004039,0.13841113841113842
N000622,N004211,0.13893967093235832
N000622,N004387,0.17374810318664644
N000622,N004393,0.17966360856269112
N000622,N004480,0.16602017067494182
N000622,N004482,0.16640746500777606
N000622,N004556,0.15089514066496162
N000622,N004562,0.1697553743513714
N000622,N004692,0.15852682145716573
N000622,N004765,0.1659070191431176
N000622,N004853,0.15509854327335046
N000622,N004928,0.1540383014154871
N000622,N004929,0.1676253081347576
N000622,N005001,0.17061611374407584
N000622,N005026,0.15397489539748954
N000622,N005048,0.15339233038348082
N000622,N005097,0.20238095238095238
N000622,N005143,0.1622464898595944
