notice_id_a,notice_id_b,label,exact_word5_jaccard,minhash_32,error_32,minhash_64,error_64,minhash_128,error_128,minhash_256,error_256
N005453,N010471,different,0.146613545816733,0.15625,0.009636454183267001,0.140625,0.005988545816732999,0.1640625,0.017448954183267,0.1484375,0.0018239541832670014
N001063,N005024,different,0.1646248085758039,0.21875,0.05412519142419611,0.1875,0.022875191424196112,0.1484375,0.016187308575803888,0.16015625,0.004468558575803888
N000697,N005493,different,0.0663068619892058,0.03125,0.035056861989205795,0.015625,0.050681861989205795,0.0546875,0.011619361989205795,0.0546875,0.011619361989205795
N003555,N009272,different,0.0793051359516616,0.09375,0.014444864048338404,0.09375,0.014444864048338404,0.078125,0.0011801359516615956,0.08984375,0.010538614048338404
N005393,N007391,different,0.1392190152801358,0.125,0.014219015280135805,0.140625,0.001405984719864195,0.125,0.014219015280135805,0.13671875,0.002500265280135805
N006121,N009928,different,0.2727272727272727,0.28125,0.008522727272727293,0.265625,0.007102272727272707,0.2734375,0.0007102272727272929,0.30078125,0.028053977272727293
N004229,N006064,different,0.0764525993883792,0.0625,0.0139525993883792,0.03125,0.0452025993883792,0.046875,0.0295775993883792,0.07421875,0.0022338493883792
N003265,N010005,different,0.2411924119241192,0.28125,0.04005758807588081,0.234375,0.006817411924119193,0.28125,0.04005758807588081,0.26171875,0.020526338075880807
N007303,N007376,different,0.0827790096082779,0.125,0.0422209903917221,0.0625,0.0202790096082779,0.046875,0.0359040096082779,0.08203125,0.0007477596082779009
N005512,N007327,different,0.1870967741935484,0.09375,0.09334677419354839,0.125,0.06209677419354839,0.171875,0.015221774193548393,0.19921875,0.012121975806451607
N009065,N011122,different,0.0844947735191637,0.09375,0.009255226480836307,0.046875,0.03761977351916369,0.0546875,0.029807273519163693,0.09375,0.009255226480836307
N001376,N001377,same,0.3666369313113292,0.3125,0.054136931311329184,0.375,0.008363068688670816,0.3359375,0.030699431311329184,0.37890625,0.012269318688670816
N000357,N000359,same,0.6477857878475798,0.65625,0.008464212152420214,0.609375,0.038410787847579786,0.609375,0.038410787847579786,0.62109375,0.026692037847579786
N008677,N011938,different,0.1724444444444444,0.21875,0.0463055555555556,0.21875,0.0463055555555556,0.1875,0.0150555555555556,0.19140625,0.0189618055555556
N002197,N002198,same,0.4483159117305458,0.53125,0.0829340882694542,0.4375,0.010815911730545802,0.4609375,0.012621588269454198,0.48828125,0.0399653382694542
N001905,N005873,different,0.3272583201267829,0.34375,0.01649167987321709,0.328125,0.0008666798732170911,0.296875,0.03038332012678291,0.328125,0.0008666798732170911
N007497,N007499,same,0.6117216117216118,0.65625,0.04452838827838823,0.609375,0.002346611721611769,0.6328125,0.02109088827838823,0.61328125,0.0015596382783882312
N007334,N007335,same,0.920844327176781,0.875,0.045844327176781,0.921875,0.0010306728232190032,0.9375,0.016655672823219003,0.91796875,0.0028755771767809968
N002570,N005618,different,0.0920970752955818,0.15625,0.0641529247044182,0.09375,0.0016529247044182044,0.109375,0.017277924704418204,0.1171875,0.025090424704418204
N001074,N002707,different,0.0903030303030303,0.0625,0.0278030303030303,0.09375,0.0034469696969696983,0.0859375,0.004365530303030302,0.0859375,0.004365530303030302
N003691,N004544,different,0.075098814229249,0.09375,0.018651185770751005,0.078125,0.0030261857707510054,0.0625,0.012598814229248995,0.078125,0.0030261857707510054
N003415,N008452,different,0.3090252707581227,0.1875,0.1215252707581227,0.25,0.059025270758122694,0.1953125,0.1137127707581227,0.265625,0.043400270758122694
N011716,N011717,same,0.9684466019417476,0.96875,0.00030339805825241317,0.953125,0.015321601941747587,0.9609375,0.007509101941747587,0.95703125,0.011415351941747587
N001083,N011985,different,0.1822810590631364,0.125,0.05728105906313641,0.171875,0.010406059063136408,0.1796875,0.002593559063136408,0.17578125,0.006499809063136408
N011499,N011500,same,0.9854166666666668,1.0,0.01458333333333317,1.0,0.01458333333333317,0.9921875,0.0067708333333331705,0.99609375,0.01067708333333317
N004212,N009766,different,0.2657657657657657,0.25,0.015765765765765716,0.28125,0.015484234234234284,0.2578125,0.007953265765765716,0.28515625,0.019390484234234284
N002974,N006457,different,0.118141097424412,0.125,0.006858902575587994,0.09375,0.024391097424412006,0.0703125,0.047828597424412006,0.125,0.006858902575587994
N003854,N003855,same,0.601272534464475,0.8125,0.21122746553552496,0.640625,0.03935246553552496,0.65625,0.05497746553552496,0.61328125,0.01200871553552496
N005378,N005379,same,0.9411111111111112,0.90625,0.03486111111111123,0.9375,0.0036111111111112315,0.953125,0.012013888888888768,0.9375,0.0036111111111112315
N011829,N011830,same,0.9524886877828054,0.96875,0.016261312217194623,0.984375,0.03188631221719462,0.96875,0.016261312217194623,0.9609375,0.008448812217194623
N005326,N006145,different,0.1395147313691507,0.21875,0.07923526863084929,0.15625,0.016735268630849287,0.1484375,0.008922768630849287,0.16015625,0.020641518630849287
N006145,N006146,same,0.5334796926454446,0.59375,0.06027030735455541,0.546875,0.013395307354555408,0.609375,0.07589530735455541,0.5625,0.029020307354555408
N002008,N003498,different,0.1640350877192982,0.125,0.0390350877192982,0.109375,0.0546600877192982,0.15625,0.0077850877192982,0.171875,0.0078399122807018
N010513,N010514,same,0.9177958446251128,1.0,0.08220415537488723,0.90625,0.011545844625112767,0.90625,0.011545844625112767,0.8984375,0.019358344625112767
N000443,N006009,different,0.0799050632911392,0.125,0.045094936708860806,0.09375,0.013844936708860806,0.0703125,0.009592563291139194,0.07421875,0.0056863132911391945
N000043,N000050,same,0.9653937947494032,1.0,0.03460620525059677,1.0,0.03460620525059677,0.96875,0.0033562052505967666,0.96484375,0.0005500447494032334
N008967,N008968,same,0.2325581395348837,0.21875,0.01380813953488369,0.171875,0.06068313953488369,0.21875,0.01380813953488369,0.21875,0.01380813953488369
N002801,N002802,same,0.5607043558850788,0.75,0.18929564411492117,0.703125,0.14242064411492117,0.6875,0.12679564411492117,0.6171875,0.05648314411492117
N000119,N009303,different,0.0678353658536585,0.09375,0.0259146341463415,0.046875,0.0209603658536585,0.0390625,0.0287728658536585,0.0625,0.0053353658536585
N002058,N002059,same,0.9442190669371197,0.96875,0.024530933062880345,0.96875,0.024530933062880345,0.96875,0.024530933062880345,0.95703125,0.012812183062880345
N001325,N009136,different,0.127420998980632,0.125,0.002420998980632,0.09375,0.033670998980632,0.0859375,0.041483498980632,0.12109375,0.006327248980632
N003642,N009092,different,0.1447236180904522,0.1875,0.0427763819095478,0.125,0.0197236180904522,0.1328125,0.0119111180904522,0.16015625,0.0154326319095478
N004298,N004299,same,0.9509116409537168,0.9375,0.01341164095371683,0.921875,0.02903664095371683,0.9453125,0.00559914095371683,0.953125,0.00221335904628317
N007729,N007732,same,0.9693053311793216,0.96875,0.0005553311793216054,0.96875,0.0005553311793216054,0.96875,0.0005553311793216054,0.96875,0.0005553311793216054
N007652,N008774,different,0.3756805807622504,0.21875,0.15693058076225042,0.296875,0.07880558076225042,0.2890625,0.08661808076225042,0.37109375,0.004586830762250416
N000834,N001578,different,0.0902989627821842,0.09375,0.003451037217815797,0.0625,0.027798962782184203,0.0625,0.027798962782184203,0.0859375,0.004361462782184203
N002673,N009844,different,0.2776845637583892,0.25,0.02768456375838918,0.25,0.02768456375838918,0.2890625,0.01137793624161082,0.2578125,0.01987206375838918
N003008,N009152,different,0.1383701188455008,0.125,0.013370118845500795,0.140625,0.0022548811544992053,0.109375,0.028995118845500795,0.1328125,0.005557618845500795
N001326,N001328,same,0.5508021390374331,0.65625,0.10544786096256686,0.578125,0.027322860962566864,0.625,0.07419786096256686,0.60546875,0.054666610962566864
N009445,N009562,different,0.4446640316205533,0.25,0.1946640316205533,0.34375,0.10091403162055329,0.3203125,0.12435153162055329,0.3984375,0.04622653162055329
N005985,N009162,different,0.1014030612244897,0.0625,0.03890306122448969,0.078125,0.023278061224489693,0.078125,0.023278061224489693,0.09375,0.007653061224489693
N004071,N004072,same,0.9052631578947368,0.9375,0.03223684210526323,0.953125,0.04786184210526323,0.921875,0.01661184210526323,0.91796875,0.01270559210526323
N000384,N002019,different,0.0843853820598006,0.125,0.040614617940199396,0.078125,0.006260382059800604,0.09375,0.009364617940199396,0.109375,0.024989617940199396
N003494,N003495,same,0.1817325800376648,0.1875,0.005767419962335207,0.125,0.05673258003766479,0.15625,0.025482580037664793,0.19140625,0.009673669962335207
N005806,N011786,different,0.1144981412639405,0.125,0.010501858736059494,0.09375,0.020748141263940506,0.078125,0.036373141263940506,0.1015625,0.012935641263940506
N011420,N011984,different,0.3168812589413448,0.1875,0.12938125894134478,0.25,0.06688125894134478,0.2421875,0.07469375894134478,0.3046875,0.012193758941344779
N006646,N009384,different,0.0785773366418527,0.125,0.046422663358147306,0.09375,0.015172663358147306,0.078125,0.0004523366418526936,0.0859375,0.007360163358147306
N002639,N002640,same,0.8840399002493765,0.90625,0.02221009975062349,0.890625,0.006585099750623491,0.8828125,0.001227400249376509,0.890625,0.006585099750623491
N006541,N009386,different,0.2901701323251417,0.34375,0.053579867674858284,0.359375,0.06920486767485828,0.3359375,0.045767367674858284,0.31640625,0.026236117674858284
N006760,N008055,different,0.3215712383488682,0.1875,0.1340712383488682,0.203125,0.1184462383488682,0.2265625,0.0950087383488682,0.2890625,0.032508738348868194
N001785,N004629,different,0.2834267413931144,0.3125,0.029073258606885588,0.265625,0.017801741393114412,0.2734375,0.009989241393114412,0.3046875,0.021260758606885588
N000741,N000745,same,0.8818713450292398,0.8125,0.0693713450292398,0.8125,0.0693713450292398,0.84375,0.038121345029239806,0.86328125,0.018590095029239806
N008186,N009304,different,0.0994542146755609,0.1875,0.0880457853244391,0.109375,0.009920785324439102,0.1015625,0.002108285324439102,0.09765625,0.001797964675560898
N001323,N006364,different,0.1947368421052631,0.125,0.0697368421052631,0.140625,0.0541118421052631,0.1484375,0.0462993421052631,0.1796875,0.015049342105263097
N003863,N010008,different,0.1056578050443081,0.125,0.019342194955691894,0.125,0.019342194955691894,0.1015625,0.004095305044308106,0.11328125,0.007623444955691894
N000058,N000184,different,0.3255451713395638,0.375,0.04945482866043621,0.34375,0.018204828660436212,0.296875,0.028670171339563788,0.30859375,0.016951421339563788
N000412,N004657,different,0.1066176470588235,0.09375,0.012867647058823498,0.09375,0.012867647058823498,0.0625,0.0441176470588235,0.09375,0.012867647058823498
N000926,N003644,different,0.3418290854572713,0.3125,0.02932908545727131,0.34375,0.0019209145427286911,0.3125,0.02932908545727131,0.34765625,0.005827164542728691
N004369,N008199,different,0.1718027734976887,0.21875,0.04694722650231131,0.15625,0.015552773497688688,0.1640625,0.007740273497688688,0.1484375,0.023365273497688688
N003450,N006996,different,0.1279439847231063,0.125,0.0029439847231063077,0.125,0.0029439847231063077,0.0859375,0.04200648472310631,0.125,0.0029439847231063077
N004410,N006730,different,0.0824808184143222,0.0625,0.0199808184143222,0.03125,0.0512308184143222,0.0546875,0.0277933184143222,0.06640625,0.0160745684143222
N006041,N011988,different,0.0927835051546391,0.03125,0.061533505154639095,0.046875,0.045908505154639095,0.0703125,0.022471005154639095,0.0859375,0.006846005154639095
N004913,N010317,different,0.1699101796407185,0.15625,0.0136601796407185,0.140625,0.0292851796407185,0.1875,0.0175898203592815,0.19140625,0.0214960703592815
N007995,N007997,same,0.541371158392435,0.53125,0.010121158392434992,0.515625,0.025746158392434992,0.5,0.04137115839243499,0.53515625,0.006214908392434992
N001334,N006274,different,0.1018329938900203,0.0625,0.039332993890020304,0.046875,0.054957993890020304,0.0546875,0.047145493890020304,0.08984375,0.011989243890020304
N004939,N011284,different,0.0746478873239436,0.09375,0.019102112676056396,0.0625,0.012147887323943604,0.0625,0.012147887323943604,0.078125,0.003477112676056396
N005634,N006584,different,0.1384335154826958,0.0625,0.07593351548269581,0.078125,0.06030851548269581,0.109375,0.029058515482695807,0.140625,0.002191484517304193
N003301,N003302,same,0.5773508594539939,0.59375,0.016399140546006108,0.625,0.04764914054600611,0.6640625,0.08671164054600611,0.64453125,0.06718039054600611
N002267,N010375,different,0.153933865450399,0.125,0.028933865450399,0.125,0.028933865450399,0.15625,0.002316134549601001,0.16015625,0.006222384549601001
N003158,N007300,different,0.1354632587859424,0.1875,0.0520367412140576,0.15625,0.020786741214057602,0.1328125,0.0026507587859423976,0.140625,0.0051617412140576024
N002085,N007988,different,0.1443089430894309,0.1875,0.0431910569105691,0.140625,0.003683943089430902,0.125,0.019308943089430902,0.1171875,0.027121443089430902
N001118,N001120,same,0.8758029978586723,0.875,0.0008029978586723274,0.84375,0.03205299785867233,0.8671875,0.008615497858672327,0.86328125,0.012521747858672327
N000030,N006079,different,0.1613832853025936,0.1875,0.026116714697406396,0.140625,0.020758285302593604,0.1328125,0.028570785302593604,0.16796875,0.006585464697406396
N005137,N009628,different,0.1541425818882466,0.21875,0.06460741811175341,0.15625,0.002107418111753412,0.140625,0.013517581888246588,0.14453125,0.009611331888246588
N004055,N008225,different,0.0862944162436548,0.0625,0.023794416243654803,0.046875,0.0394194162436548,0.0546875,0.0316069162436548,0.07421875,0.012075666243654803
N001879,N004065,different,0.1063569682151589,0.09375,0.0126069682151589,0.109375,0.0030180317848410992,0.0859375,0.0204194682151589,0.10546875,0.0008882182151589008
N000486,N011101,different,0.1692307692307692,0.28125,0.11201923076923079,0.21875,0.04951923076923079,0.1953125,0.026081730769230788,0.19921875,0.029987980769230788
N007430,N010330,different,0.3251231527093596,0.28125,0.0438731527093596,0.28125,0.0438731527093596,0.28125,0.0438731527093596,0.3359375,0.010814347290640403
N006041,N009700,different,0.3222698072805139,0.28125,0.04101980728051391,0.265625,0.05664480728051391,0.328125,0.005855192719486091,0.328125,0.005855192719486091
N000297,N003849,different,0.0932260228034875,0.09375,0.0005239771965124956,0.09375,0.0005239771965124956,0.0859375,0.007288522803487504,0.09765625,0.004430227196512496
N003611,N007188,different,0.1410138248847926,0.15625,0.01523617511520739,0.125,0.01601382488479261,0.1015625,0.03945132488479261,0.12109375,0.01992007488479261
N009978,N009979,same,0.4236675700090334,0.46875,0.04508242999096662,0.40625,0.01741757000903338,0.4375,0.013832429990966622,0.41015625,0.013511320009033378
N001022,N001023,same,0.6022514071294559,0.78125,0.1789985928705441,0.65625,0.05399859287054409,0.6328125,0.030561092870544093,0.5703125,0.03193890712945591
N001629,N005005,different,0.1293051359516616,0.125,0.004305135951661598,0.125,0.004305135951661598,0.15625,0.0269448640483384,0.16015625,0.0308511140483384
N002923,N007247,different,0.0982658959537572,0.09375,0.004515895953757204,0.09375,0.004515895953757204,0.109375,0.011109104046242796,0.140625,0.042359104046242796
N003164,N009587,different,0.1013147718484145,0.125,0.023685228151585497,0.0625,0.0388147718484145,0.0859375,0.015377271848414503,0.09765625,0.0036585218484145032
N006832,N010598,different,0.1131428571428571,0.09375,0.0193928571428571,0.09375,0.0193928571428571,0.1015625,0.0115803571428571,0.1171875,0.004044642857142899
N006511,N006512,same,0.6179673321234119,0.5625,0.05546733212341193,0.578125,0.03984233212341193,0.625,0.007032667876588072,0.609375,0.008592332123411928
N002304,N009060,different,0.086021505376344,0.15625,0.070228494623656,0.125,0.038978494623656004,0.109375,0.023353494623656004,0.1015625,0.015540994623656004
N002106,N006701,different,0.1584077985377741,0.09375,0.06465779853777409,0.09375,0.06465779853777409,0.1015625,0.05684529853777409,0.13671875,0.02168904853777409
N006856,N006857,same,0.5646651270207852,0.5,0.0646651270207852,0.453125,0.1115401270207852,0.5078125,0.056852627020785196,0.54296875,0.021696377020785196
N003821,N009085,different,0.3829383886255924,0.5,0.11706161137440763,0.421875,0.038936611374407626,0.34375,0.039188388625592374,0.42578125,0.042842861374407626
N004522,N009816,different,0.4218905472636816,0.4375,0.015609452736318419,0.4375,0.015609452736318419,0.3828125,0.03907804726368158,0.4453125,0.02342195273631842
N008514,N008515,same,0.4149043303121853,0.5625,0.14759566968781468,0.53125,0.11634566968781468,0.484375,0.06947066968781468,0.48828125,0.07337691968781468
N008382,N009718,different,0.078207381370826,0.125,0.046792618629174,0.0625,0.015707381370826,0.078125,8.238137082600128e-05,0.078125,8.238137082600128e-05
N005805,N011332,different,0.3608617594254937,0.28125,0.0796117594254937,0.28125,0.0796117594254937,0.2734375,0.0874242594254937,0.3359375,0.0249242594254937
N004216,N004699,different,0.1518867924528301,0.1875,0.0356132075471699,0.125,0.0268867924528301,0.1328125,0.0190742924528301,0.12890625,0.0229805424528301
N001432,N008873,different,0.2694158075601374,0.40625,0.1368341924398626,0.34375,0.07433419243986261,0.296875,0.027459192439862612,0.26953125,0.00011544243986261193
N002149,N003382,different,0.0749128919860627,0.0625,0.012412891986062699,0.046875,0.0280378919860627,0.1015625,0.0266496080139373,0.10546875,0.0305558580139373
N004731,N009345,different,0.297808764940239,0.3125,0.014691235059760999,0.296875,0.0009337649402390014,0.3359375,0.038128735059761,0.3125,0.014691235059760999
N002163,N002307,different,0.2573266619013581,0.21875,0.03857666190135811,0.203125,0.05420166190135811,0.25,0.007326661901358111,0.25,0.007326661901358111
N002952,N008752,different,0.1619850187265917,0.125,0.03698501872659171,0.09375,0.06823501872659171,0.15625,0.005735018726591712,0.16015625,0.0018287687265917119
N000745,N005843,different,0.1470588235294117,0.1875,0.040441176470588314,0.140625,0.006433823529411686,0.1484375,0.0013786764705883137,0.14453125,0.0025275735294116863
N005260,N011019,different,0.0688073394495412,0.09375,0.024942660550458795,0.046875,0.021932339449541205,0.0625,0.006307339449541205,0.06640625,0.002401089449541205
N002299,N009882,different,0.0745967741935483,0.0625,0.012096774193548293,0.0625,0.012096774193548293,0.046875,0.027721774193548293,0.06640625,0.008190524193548293
N002171,N005867,different,0.1353996737357259,0.15625,0.020850326264274105,0.125,0.010399673735725895,0.15625,0.020850326264274105,0.14453125,0.009131576264274105
N005334,N007457,different,0.146218487394958,0.0625,0.08371848739495799,0.0625,0.08371848739495799,0.109375,0.03684348739495799,0.12890625,0.01731223739495799
N005304,N005305,same,0.8472686733556298,0.9375,0.09023132664437017,0.90625,0.05898132664437017,0.8515625,0.004293826644370169,0.8515625,0.004293826644370169
N005134,N005135,same,0.58469475494411,0.8125,0.22780524505588995,0.703125,0.11843024505588995,0.6953125,0.11061774505588995,0.625,0.04030524505588995
N000982,N005390,different,0.1702702702702702,0.125,0.045270270270270196,0.125,0.045270270270270196,0.1484375,0.021832770270270196,0.15234375,0.017926520270270196
N002992,N009046,different,0.2917933130699088,0.28125,0.0105433130699088,0.265625,0.0261683130699088,0.28125,0.0105433130699088,0.28515625,0.0066370630699088
N000628,N000633,same,0.3013856812933025,0.34375,0.04236431870669749,0.296875,0.00451068129330251,0.2578125,0.04357318129330251,0.31640625,0.01502056870669749
N000573,N006170,different,0.0914777169663799,0.15625,0.0647722830336201,0.09375,0.0022722830336201066,0.09375,0.0022722830336201066,0.09765625,0.006178533033620107
N010406,N010408,same,0.865979381443299,0.9375,0.071520618556701,0.90625,0.040270618556701,0.921875,0.055895618556701,0.8828125,0.016833118556701
N002446,N002447,same,0.5911799761620977,0.625,0.03382002383790228,0.546875,0.04430497616209772,0.53125,0.05992997616209772,0.55078125,0.04039872616209772
N000735,N001335,different,0.3309061488673139,0.25,0.0809061488673139,0.28125,0.0496561488673139,0.3125,0.0184061488673139,0.3515625,0.0206563511326861
N008238,N011480,different,0.2698548249359522,0.34375,0.0738951750640478,0.359375,0.0895201750640478,0.3515625,0.0817076750640478,0.3125,0.0426451750640478
N000321,N000443,different,0.0769903762029746,0.15625,0.0792596237970254,0.09375,0.016759623797025405,0.046875,0.030115376202974595,0.07421875,0.0027716262029745947
N007541,N007546,same,0.2680890538033395,0.34375,0.07566094619666047,0.296875,0.028785946196660472,0.28125,0.013160946196660472,0.26953125,0.0014421961966604724
N002683,N007848,different,0.0800299177262528,0.03125,0.0487799177262528,0.03125,0.0487799177262528,0.0390625,0.0409674177262528,0.078125,0.0019049177262528
N009983,N009985,same,0.2240943555181128,0.34375,0.1196556444818872,0.203125,0.020969355518112798,0.2265625,0.0024681444818872023,0.2109375,0.013156855518112798
N007568,N007570,same,0.4042328042328042,0.46875,0.06451719576719578,0.359375,0.04485780423280422,0.390625,0.013607804232804221,0.40625,0.0020171957671957785
N005448,N005962,different,0.1550855991943605,0.125,0.03008559919436049,0.109375,0.04571059919436049,0.140625,0.01446059919436049,0.1484375,0.006648099194360491
N004767,N004768,same,0.8966165413533834,0.84375,0.05286654135338342,0.875,0.021616541353383423,0.8984375,0.0018209586466165772,0.8828125,0.013804041353383423
N007023,N007916,different,0.264367816091954,0.34375,0.07938218390804602,0.28125,0.016882183908046022,0.2265625,0.03780531609195398,0.29296875,0.028600933908046022
N000315,N000316,same,0.5152792413066386,0.4375,0.0777792413066386,0.46875,0.0465292413066386,0.484375,0.030904241306638602,0.4921875,0.023091741306638602
N001578,N002947,different,0.0990783410138248,0.125,0.025921658986175197,0.078125,0.020953341013824803,0.0703125,0.028765841013824803,0.0859375,0.013140841013824803
N009857,N010711,different,0.1628113879003558,0.15625,0.006561387900355792,0.15625,0.006561387900355792,0.1796875,0.016876112099644208,0.16015625,0.0026551379003557918
N002290,N003634,different,0.3151476251604621,0.125,0.19014762516046207,0.171875,0.14327262516046207,0.1796875,0.13546012516046207,0.28125,0.033897625160462075
N011438,N011440,same,0.6128668171557562,0.59375,0.019116817155756194,0.5625,0.050366817155756194,0.578125,0.034741817155756194,0.5859375,0.026929317155756194
N010035,N011646,different,0.2261580381471389,0.3125,0.08634196185286111,0.25,0.02384196185286111,0.2890625,0.06290446185286111,0.26171875,0.03556071185286111
N001295,N001296,same,0.6030444964871194,0.59375,0.009294496487119441,0.59375,0.009294496487119441,0.59375,0.009294496487119441,0.57421875,0.02882574648711944
N005825,N010265,different,0.1471861471861472,0.25,0.1028138528138528,0.1875,0.0403138528138528,0.1640625,0.016876352813852802,0.203125,0.0559388528138528
N002351,N005508,different,0.2903663500678426,0.28125,0.009116350067842616,0.234375,0.055991350067842616,0.2421875,0.048178850067842616,0.26171875,0.028647600067842616
N011075,N011077,same,0.938132733408324,0.96875,0.030617266591675962,0.921875,0.016257733408324038,0.9453125,0.007179766591675962,0.9375,0.0006327334083240377
N011335,N011336,same,0.3637236084452975,0.28125,0.0824736084452975,0.296875,0.0668486084452975,0.375,0.011276391554702503,0.37890625,0.015182641554702503
N000514,N011152,different,0.2706422018348624,0.3125,0.04185779816513763,0.28125,0.010607798165137627,0.3046875,0.03404529816513763,0.296875,0.026232798165137627
N010762,N010766,same,0.9164648910411622,1.0,0.08353510895883776,1.0,0.08353510895883776,0.953125,0.036660108958837756,0.9453125,0.028847608958837756
N001314,N003288,different,0.3101514301738642,0.21875,0.0914014301738642,0.234375,0.0757764301738642,0.2265625,0.0835889301738642,0.3125,0.0023485698261357935
N001403,N001405,same,0.192573402417962,0.1875,0.005073402417962003,0.140625,0.051948402417962,0.1640625,0.028510902417962003,0.1796875,0.012885902417962003
N010389,N010391,same,0.8149556400506971,0.78125,0.033705640050697094,0.84375,0.028794359949302906,0.828125,0.013169359949302906,0.828125,0.013169359949302906
N001258,N001261,same,0.8403263403263403,0.84375,0.0034236596736596514,0.859375,0.01904865967365965,0.8515625,0.011236159673659651,0.8515625,0.011236159673659651
N003574,N011053,different,0.2737611697806661,0.21875,0.055011169780666114,0.25,0.023761169780666114,0.3046875,0.030926330219333886,0.29296875,0.019207580219333886
N001484,N005371,different,0.2489051094890511,0.28125,0.03234489051094891,0.21875,0.03015510948905109,0.21875,0.03015510948905109,0.2421875,0.006717609489051091
N005426,N005427,same,0.9184027777777778,0.96875,0.05034722222222221,0.921875,0.00347222222222221,0.9375,0.01909722222222221,0.91015625,0.00824652777777779
N008443,N010211,different,0.1024165707710011,0.09375,0.008666570771001095,0.078125,0.024291570771001095,0.0546875,0.047729070771001095,0.08984375,0.012572820771001095
N005517,N011613,different,0.0772532188841201,0.15625,0.0789967811158799,0.09375,0.016496781115879905,0.1015625,0.024309281115879905,0.1015625,0.024309281115879905
N005828,N010514,different,0.0763660302830809,0.0625,0.013866030283080893,0.03125,0.045116030283080893,0.0234375,0.052928530283080893,0.06640625,0.009959780283080893
N011154,N011156,same,0.6429170159262364,0.59375,0.0491670159262364,0.5625,0.0804170159262364,0.671875,0.0289579840737636,0.609375,0.0335420159262364
N002595,N003310,different,0.1440501043841336,0.15625,0.012199895615866402,0.1875,0.0434498956158664,0.1796875,0.0356373956158664,0.19140625,0.0473561456158664
N008630,N011336,different,0.3806509945750452,0.3125,0.0681509945750452,0.3125,0.0681509945750452,0.3046875,0.0759634945750452,0.33984375,0.0408072445750452
N004951,N008794,different,0.2469135802469135,0.3125,0.06558641975308649,0.265625,0.01871141975308649,0.2734375,0.02652391975308649,0.265625,0.01871141975308649
N000391,N004186,different,0.2969215491559086,0.25,0.046921549155908626,0.25,0.046921549155908626,0.2578125,0.039109049155908626,0.27734375,0.019577799155908626
N000166,N008677,different,0.1575282854656222,0.03125,0.1262782854656222,0.09375,0.0637782854656222,0.1171875,0.0403407854656222,0.1484375,0.009090785465622198
N009154,N011317,different,0.1643598615916955,0.21875,0.054390138408304506,0.1875,0.023140138408304506,0.1640625,0.00029736159169549414,0.21875,0.054390138408304506
N002589,N009612,different,0.2868068833652007,0.28125,0.0055568833652007155,0.28125,0.0055568833652007155,0.328125,0.041318116634799285,0.30078125,0.013974366634799285
N008268,N009916,different,0.2641509433962264,0.34375,0.07959905660377359,0.3125,0.04834905660377359,0.3046875,0.04053655660377359,0.2890625,0.024911556603773588
N002316,N002317,same,0.4533648170011806,0.5,0.04663518299881941,0.453125,0.00023981700118058669,0.484375,0.031010182998819413,0.4609375,0.007572682998819413
N006596,N011033,different,0.0980113636363636,0.125,0.026988636363636395,0.125,0.026988636363636395,0.1015625,0.003551136363636395,0.11328125,0.015269886363636395
N010106,N010107,same,0.3946053946053946,0.46875,0.07414460539460538,0.390625,0.0039803946053946215,0.4375,0.04289460539460538,0.40234375,0.0077383553946053785
N008409,N008410,same,0.9393939393939394,0.96875,0.029356060606060552,0.96875,0.029356060606060552,0.9375,0.0018939393939394478,0.93359375,0.005800189393939448
N001937,N007430,different,0.3319570602807597,0.5625,0.23054293971924028,0.484375,0.15241793971924028,0.34375,0.01179293971924028,0.36328125,0.03132418971924028
N000078,N006886,different,0.201058201058201,0.3125,0.11144179894179901,0.25,0.04894179894179901,0.265625,0.06456679894179901,0.26171875,0.06066054894179901
N010999,N011001,same,0.291932059447983,0.375,0.083067940552017,0.3125,0.020567940552016994,0.3203125,0.028380440552016994,0.29296875,0.0010366905520169944
N001357,N010788,different,0.1478599221789883,0.15625,0.008390077821011699,0.1875,0.0396400778210117,0.171875,0.0240150778210117,0.1484375,0.0005775778210116989
N000906,N011149,different,0.178021978021978,0.125,0.053021978021978,0.125,0.053021978021978,0.171875,0.006146978021978,0.18359375,0.005571771978022
N003435,N009318,different,0.1772053083528493,0.21875,0.04154469164715069,0.15625,0.02095530835284931,0.1796875,0.002482191647150689,0.18359375,0.006388441647150689
N002916,N004445,different,0.1953125,0.21875,0.0234375,0.21875,0.0234375,0.234375,0.0390625,0.22265625,0.02734375
N003770,N011367,different,0.1791907514450867,0.21875,0.0395592485549133,0.15625,0.0229407514450867,0.1796875,0.0004967485549133011,0.18359375,0.004402998554913301
N010980,N010981,same,0.6417157275021026,0.75,0.1082842724978974,0.75,0.1082842724978974,0.7265625,0.0848467724978974,0.671875,0.030159272497897405
N005040,N005041,same,0.8434504792332268,0.8125,0.030950479233226802,0.8125,0.030950479233226802,0.828125,0.015325479233226802,0.84765625,0.004205770766773198
N008937,N008938,same,0.2071197411003236,0.21875,0.011630258899676393,0.1875,0.019619741100323607,0.203125,0.003994741100323607,0.19921875,0.007900991100323607
N002071,N006588,different,0.1064327485380117,0.28125,0.1748172514619883,0.171875,0.0654422514619883,0.171875,0.0654422514619883,0.12890625,0.0224735014619883
