notice_id_a,notice_id_b,label,exact_word5_jaccard,minhash_32,error_32,minhash_64,error_64,minhash_128,error_128,minhash_256,error_256
N008280,N010910,different,0.1444256756756756,0.21875,0.0743243243243244,0.15625,0.011824324324324398,0.1015625,0.0428631756756756,0.12109375,0.023331925675675602
N001364,N001365,same,0.8190104166666666,0.875,0.05598958333333337,0.765625,0.05338541666666663,0.7734375,0.04557291666666663,0.80859375,0.01041666666666663
N001075,N009237,different,0.3218503937007874,0.46875,0.14689960629921262,0.421875,0.10002460629921262,0.3671875,0.045337106299212615,0.33984375,0.017993356299212615
N003268,N007976,different,0.3335403726708074,0.3125,0.021040372670807383,0.28125,0.052290372670807383,0.2890625,0.044477872670807383,0.3203125,0.013227872670807383
N004168,N004169,same,0.6512992455993294,0.75,0.09870075440067061,0.671875,0.02057575440067061,0.6953125,0.04401325440067061,0.65234375,0.0010445044006706095
N003317,N011369,different,0.1354581673306772,0.09375,0.0417081673306772,0.0625,0.0729581673306772,0.1015625,0.0338956673306772,0.1328125,0.0026456673306771983
N002748,N011595,different,0.2767402376910017,0.40625,0.1295097623089983,0.375,0.0982597623089983,0.3359375,0.0591972623089983,0.30859375,0.0318535123089983
N000873,N002331,different,0.091692789968652,0.0625,0.029192789968652003,0.046875,0.044817789968652,0.0625,0.029192789968652003,0.09765625,0.005963460031347997
N009379,N009380,same,0.98005698005698,0.9375,0.042556980056980054,0.96875,0.011306980056980054,0.9765625,0.003494480056980054,0.984375,0.004318019943019946
N007382,N009541,different,0.0972515856236786,0.0625,0.034751585623678596,0.03125,0.0660015856236786,0.046875,0.050376585623678596,0.09375,0.0035015856236785964
N006828,N011568,different,0.1071428571428571,0.09375,0.013392857142857095,0.0625,0.044642857142857095,0.09375,0.013392857142857095,0.09765625,0.009486607142857095
N005210,N009890,different,0.1273764258555133,0.15625,0.028873574144486713,0.15625,0.028873574144486713,0.1328125,0.005436074144486713,0.15625,0.028873574144486713
N009046,N010077,different,0.2749077490774907,0.25,0.024907749077490715,0.21875,0.056157749077490715,0.2265625,0.048345249077490715,0.25390625,0.021001499077490715
N000659,N006306,different,0.0910290237467018,0.15625,0.0652209762532982,0.09375,0.002720976253298202,0.09375,0.002720976253298202,0.109375,0.018345976253298202
N005472,N007849,different,0.0971246006389776,0.09375,0.0033746006389775984,0.078125,0.0189996006389776,0.0703125,0.0268121006389776,0.08984375,0.007280850638977598
N007681,N009555,different,0.3104166666666667,0.21875,0.09166666666666667,0.28125,0.029166666666666674,0.1953125,0.11510416666666667,0.25390625,0.056510416666666674
N007201,N010116,different,0.151093439363817,0.15625,0.005156560636183,0.140625,0.010468439363817,0.171875,0.020781560636183,0.16796875,0.016875310636183
N002665,N004599,different,0.0975029726516052,0.125,0.027497027348394806,0.09375,0.0037529726516051937,0.0625,0.035002972651605194,0.1015625,0.004059527348394806
N007557,N008376,different,0.2811867835468644,0.09375,0.18743678354686438,0.1875,0.09368678354686438,0.2578125,0.023374283546864383,0.265625,0.015561783546864383
N000189,N001381,different,0.1442953020134228,0.125,0.019295302013422805,0.09375,0.050545302013422805,0.1328125,0.011482802013422805,0.140625,0.003670302013422805
N004220,N007941,different,0.2714508580343214,0.375,0.1035491419656786,0.296875,0.025424141965678604,0.2578125,0.013638358034321396,0.26171875,0.009732108034321396
N002036,N008928,different,0.0682730923694779,0.09375,0.0254769076305221,0.0625,0.0057730923694779,0.046875,0.0213980923694779,0.078125,0.0098519076305221
N003662,N010020,different,0.1947368421052631,0.1875,0.007236842105263097,0.15625,0.0384868421052631,0.1875,0.007236842105263097,0.1953125,0.0005756578947369029
N004066,N006280,different,0.1448007774538386,0.1875,0.0426992225461614,0.140625,0.004175777453838597,0.1484375,0.0036367225461614028,0.16015625,0.015355472546161403
N005647,N010086,different,0.1487603305785124,0.125,0.0237603305785124,0.125,0.0237603305785124,0.1484375,0.0003228305785124008,0.15234375,0.003583419421487599
N002586,N006131,different,0.1583403895004233,0.1875,0.029159610499576688,0.1875,0.029159610499576688,0.1796875,0.021347110499576688,0.16015625,0.001815860499576688
N004043,N004969,different,0.0748299319727891,0.0625,0.012329931972789102,0.03125,0.0435799319727891,0.046875,0.0279549319727891,0.0625,0.012329931972789102
N010853,N010857,same,0.7401574803149606,0.78125,0.04109251968503935,0.703125,0.03703248031496065,0.765625,0.025467519685039353,0.76953125,0.029373769685039353
N000202,N007774,different,0.1714023831347387,0.1875,0.01609761686526129,0.15625,0.015152383134738712,0.125,0.04640238313473871,0.1796875,0.008285116865261288
N002852,N002853,same,0.5619918699186992,0.625,0.0630081300813008,0.59375,0.031758130081300795,0.640625,0.0786331300813008,0.55859375,0.003398119918699205
N008049,N010976,different,0.144220572640509,0.1875,0.043279427359491,0.125,0.019220572640509,0.1328125,0.011408072640508998,0.15234375,0.008123177359491002
N010028,N010039,different,0.293282876064333,0.5,0.206717123935667,0.40625,0.11296712393566699,0.3828125,0.08952962393566699,0.3359375,0.04265462393566699
N004028,N010035,different,0.1978609625668449,0.25,0.052139037433155094,0.21875,0.020889037433155094,0.2578125,0.059951537433155094,0.234375,0.036514037433155094
N001702,N010946,different,0.1118299445471349,0.15625,0.044420055452865106,0.09375,0.018079944547134894,0.09375,0.018079944547134894,0.1015625,0.010267444547134894
N008791,N008803,different,0.3335901386748844,0.34375,0.010159861325115593,0.34375,0.010159861325115593,0.2890625,0.04452763867488441,0.3515625,0.017972361325115593
N000684,N004640,different,0.1611111111111111,0.25,0.0888888888888889,0.234375,0.0732638888888889,0.1796875,0.018576388888888906,0.171875,0.010763888888888906
N011929,N011930,same,0.383739837398374,0.4375,0.05376016260162603,0.375,0.008739837398373973,0.4375,0.05376016260162603,0.41796875,0.03422891260162603
N003860,N004075,different,0.2740937223695844,0.1875,0.0865937223695844,0.1875,0.0865937223695844,0.296875,0.022781277630415597,0.296875,0.022781277630415597
N003884,N007431,different,0.0917553191489361,0.0625,0.0292553191489361,0.03125,0.0605053191489361,0.0390625,0.0526928191489361,0.07421875,0.0175365691489361
N002204,N007953,different,0.1237016052880075,0.15625,0.0325483947119925,0.140625,0.0169233947119925,0.109375,0.014326605288007499,0.11328125,0.010420355288007499
N005664,N005666,same,0.7739273927392739,0.84375,0.06982260726072609,0.765625,0.008302392739273912,0.78125,0.007322607260726088,0.76171875,0.012208642739273912
N003982,N006359,different,0.3064992614475628,0.34375,0.03725073855243721,0.34375,0.03725073855243721,0.265625,0.04087426144756279,0.30859375,0.0020944885524372125
N002817,N002819,same,0.2419354838709677,0.3125,0.0705645161290323,0.265625,0.023689516129032306,0.3046875,0.0627520161290323,0.25390625,0.011970766129032306
N002626,N002629,same,0.5141921397379913,0.46875,0.04544213973799127,0.375,0.13919213973799127,0.4765625,0.03762963973799127,0.48046875,0.03372338973799127
N000262,N002156,different,0.290736984448952,0.25,0.04073698444895202,0.296875,0.006138015551047982,0.2734375,0.01729948444895202,0.28515625,0.005580734448952018
N000131,N003422,different,0.3564173591874423,0.40625,0.04983264081255773,0.34375,0.012667359187442273,0.2890625,0.06735485918744227,0.37109375,0.014676390812557727
N000852,N010531,different,0.090505767524401,0.03125,0.059255767524400996,0.03125,0.059255767524400996,0.0546875,0.035818267524400996,0.08984375,0.0006620175244009957
N003659,N005484,different,0.1022576361221779,0.15625,0.053992363877822094,0.140625,0.038367363877822094,0.125,0.022742363877822094,0.1328125,0.030554863877822094
N001115,N009773,different,0.3744569939183318,0.3125,0.061956993918331815,0.359375,0.015081993918331815,0.2890625,0.08539449391833182,0.37109375,0.0033632439183318152
N010941,N010942,same,0.8907363420427553,0.9375,0.046763657957244686,0.921875,0.031138657957244686,0.9140625,0.023326157957244686,0.91796875,0.027232407957244686
N008101,N008840,different,0.1264822134387351,0.125,0.0014822134387351138,0.078125,0.048357213438735114,0.109375,0.017107213438735114,0.109375,0.017107213438735114
N005983,N009546,different,0.341860465116279,0.3125,0.02936046511627899,0.328125,0.013735465116278989,0.234375,0.10748546511627899,0.3203125,0.02154796511627899
N001180,N006053,different,0.2686567164179104,0.375,0.10634328358208961,0.328125,0.05946828358208961,0.296875,0.02821828358208961,0.27734375,0.00868703358208961
N004248,N005277,different,0.1173020527859237,0.09375,0.023552052785923705,0.09375,0.023552052785923705,0.09375,0.023552052785923705,0.12109375,0.003791697214076295
N006025,N010086,different,0.1429597701149425,0.0625,0.08045977011494251,0.09375,0.049209770114942514,0.109375,0.033584770114942514,0.13671875,0.006241020114942514
N002970,N007570,different,0.3452282157676348,0.34375,0.001478215767634794,0.34375,0.001478215767634794,0.3046875,0.040540715767634794,0.328125,0.017103215767634794
N002439,N007343,different,0.2769911504424778,0.3125,0.035508849557522204,0.296875,0.019883849557522204,0.28125,0.004258849557522204,0.29296875,0.015977599557522204
N001488,N005914,different,0.149689991142604,0.25,0.100310008857396,0.15625,0.006560008857395994,0.125,0.024689991142604006,0.16015625,0.010466258857395994
N001624,N006762,different,0.1044957472660996,0.15625,0.0517542527339004,0.078125,0.0263707472660996,0.0859375,0.0185582472660996,0.09765625,0.006839497266099601
N004870,N006313,different,0.1796157059314954,0.1875,0.007884294068504605,0.140625,0.038990705931495395,0.1484375,0.031178205931495395,0.17578125,0.003834455931495395
N011017,N011020,same,0.5273477812177503,0.5,0.027347781217750278,0.53125,0.0039022187822497223,0.5390625,0.011714718782249722,0.5390625,0.011714718782249722
N002389,N002391,same,0.5518962075848304,0.59375,0.04185379241516962,0.5625,0.010603792415169622,0.5625,0.010603792415169622,0.546875,0.005021207584830378
N000672,N002056,different,0.0942895086321381,0.0625,0.0317895086321381,0.0625,0.0317895086321381,0.0859375,0.0083520086321381,0.0703125,0.0239770086321381
N003476,N004605,different,0.1599312123817712,0.21875,0.05881878761822881,0.15625,0.0036812123817711873,0.171875,0.011943787618228813,0.15625,0.0036812123817711873
N008022,N010492,different,0.3256704980842911,0.34375,0.018079501915708895,0.28125,0.044420498084291105,0.2890625,0.036607998084291105,0.3046875,0.020982998084291105
N009775,N009854,different,0.0647590361445783,0.0625,0.0022590361445782997,0.046875,0.0178840361445783,0.0546875,0.0100715361445783,0.05859375,0.0061652861445783
N001443,N010092,different,0.2540381791483113,0.25,0.004038179148311283,0.234375,0.019663179148311283,0.25,0.004038179148311283,0.2578125,0.0037743208516887172
N008152,N008153,same,0.8877338877338877,0.78125,0.10648388773388773,0.859375,0.028358887733887728,0.8984375,0.010703612266112272,0.86328125,0.024452637733887728
N004151,N009894,different,0.0922600619195046,0.125,0.0327399380804954,0.078125,0.014135061919504602,0.078125,0.014135061919504602,0.08203125,0.010228811919504602
N009151,N011771,different,0.3623318385650224,0.375,0.01266816143497762,0.359375,0.0029568385650223794,0.3359375,0.02639433856502238,0.375,0.01266816143497762
N004672,N008166,different,0.3858392999204455,0.25,0.13583929992044552,0.296875,0.08896429992044552,0.2734375,0.11240179992044552,0.36328125,0.022558049920445522
N005081,N007027,different,0.1417740712661107,0.28125,0.1394759287338893,0.171875,0.03010092873388931,0.1484375,0.0066634287338893095,0.171875,0.03010092873388931
N002173,N008545,different,0.1504965622612681,0.15625,0.005753437738731909,0.09375,0.05674656226126809,0.125,0.02549656226126809,0.1484375,0.002059062261268091
N003781,N003783,same,0.8772169167803547,0.8125,0.06471691678035474,0.84375,0.03346691678035474,0.84375,0.03346691678035474,0.86328125,0.013935666780354738
N002084,N007552,different,0.1469298245614035,0.1875,0.040570175438596506,0.1875,0.040570175438596506,0.1640625,0.017132675438596506,0.171875,0.024945175438596506
N004001,N004002,same,0.435759209344115,0.5,0.064240790655885,0.5,0.064240790655885,0.5234375,0.087678290655885,0.46484375,0.029084540655885005
N009163,N009439,different,0.1352405721716515,0.1875,0.0522594278283485,0.15625,0.021009427828348498,0.109375,0.025865572171651502,0.14453125,0.009290677828348498
N002426,N003338,different,0.0959501557632398,0.09375,0.0022001557632398,0.078125,0.0178251557632398,0.078125,0.0178251557632398,0.07421875,0.0217314057632398
N006423,N006425,same,0.9245508982035928,1.0,0.07544910179640718,0.96875,0.04419910179640718,0.9296875,0.005136601796407181,0.921875,0.002675898203592819
N007876,N009829,different,0.3517096999302163,0.4375,0.08579030006978372,0.390625,0.03891530006978372,0.3046875,0.04702219993021628,0.32421875,0.02749094993021628
N007687,N009311,different,0.3002274450341167,0.3125,0.012272554965883309,0.375,0.07477255496588331,0.3359375,0.03571005496588331,0.3359375,0.03571005496588331
N001746,N002955,different,0.0722702278083267,0.0625,0.009770227808326704,0.03125,0.041020227808326704,0.046875,0.025395227808326704,0.0625,0.009770227808326704
N008284,N008285,same,0.5817051509769094,0.5625,0.019205150976909446,0.546875,0.034830150976909446,0.59375,0.012044849023090554,0.578125,0.0035801509769094464
N001309,N011869,different,0.0875850340136054,0.125,0.0374149659863946,0.0625,0.0250850340136054,0.0546875,0.0328975340136054,0.09375,0.006164965986394599
N002589,N004081,different,0.094074074074074,0.125,0.030925925925925996,0.0625,0.031574074074074004,0.0625,0.031574074074074004,0.078125,0.015949074074074004
N005300,N006349,different,0.3592760180995475,0.40625,0.04697398190045249,0.28125,0.07802601809954751,0.28125,0.07802601809954751,0.359375,9.898190045248834e-05
N009455,N009456,same,0.5199556541019955,0.59375,0.07379434589800449,0.546875,0.026919345898004488,0.53125,0.011294345898004488,0.4921875,0.027768154101995512
N004081,N010560,different,0.1065340909090909,0.125,0.018465909090909102,0.109375,0.0028409090909091023,0.078125,0.028409090909090898,0.078125,0.028409090909090898
N004306,N004307,same,0.9759519038076152,0.96875,0.007201903807615206,0.984375,0.008423096192384794,0.9765625,0.0006105961923847936,0.984375,0.008423096192384794
N000884,N011090,different,0.2736549165120593,0.375,0.10134508348794069,0.265625,0.00802991651205931,0.3046875,0.03103258348794069,0.31640625,0.04275133348794069
N000010,N003634,different,0.0913520097442143,0.125,0.0336479902557857,0.078125,0.0132270097442143,0.0703125,0.0210395097442143,0.1015625,0.0102104902557857
N002225,N011649,different,0.1497373029772329,0.15625,0.0065126970227671055,0.15625,0.0065126970227671055,0.1796875,0.029950197022767105,0.1484375,0.0012998029772328945
N001484,N003224,different,0.0819793205317577,0.0625,0.0194793205317577,0.0625,0.0194793205317577,0.078125,0.0038543205317577017,0.07421875,0.007760570531757702
N008411,N008412,same,0.3327338129496403,0.3125,0.020233812949640273,0.34375,0.011016187050359727,0.3671875,0.03445368705035973,0.32421875,0.008515062949640273
N006804,N010502,different,0.116991643454039,0.15625,0.03925835654596101,0.109375,0.007616643454038993,0.0703125,0.04667914345403899,0.1171875,0.00019585654596100677
N009437,N010826,different,0.2679275019700551,0.34375,0.0758224980299449,0.25,0.017927501970055104,0.25,0.017927501970055104,0.265625,0.002302501970055104
N000335,N007009,different,0.2506887052341597,0.34375,0.0930612947658403,0.25,0.0006887052341597033,0.265625,0.014936294765840297,0.29296875,0.0422800447658403
N002857,N005654,different,0.2818853974121996,0.3125,0.03061460258780041,0.25,0.03188539741219959,0.296875,0.01498960258780041,0.28515625,0.00327085258780041
N000078,N007325,different,0.2183288409703504,0.21875,0.0004211590296495926,0.171875,0.04645384097035041,0.203125,0.015203840970350407,0.2109375,0.007391340970350407
N000864,N005773,different,0.1325600662800331,0.125,0.007560066280033112,0.109375,0.023185066280033112,0.109375,0.023185066280033112,0.125,0.007560066280033112
N007718,N008135,different,0.2505462490895848,0.21875,0.03179624908958478,0.171875,0.07867124908958478,0.234375,0.016171249089584783,0.2421875,0.008358749089584783
N006976,N010778,different,0.2959317585301837,0.3125,0.01656824146981628,0.234375,0.06155675853018372,0.2578125,0.03811925853018372,0.31640625,0.02047449146981628
N002774,N011414,different,0.1521335807050092,0.09375,0.05838358070500921,0.0625,0.08963358070500921,0.0859375,0.06619608070500921,0.109375,0.04275858070500921
N004762,N010111,different,0.3640167364016736,0.46875,0.10473326359832641,0.46875,0.10473326359832641,0.3984375,0.03442076359832641,0.375,0.01098326359832641
N003908,N003909,same,0.2212230215827338,0.25,0.028776978417266202,0.203125,0.018098021582733798,0.234375,0.013151978417266202,0.2109375,0.010285521582733798
N000664,N000666,same,0.3923337091319053,0.375,0.017333709131905295,0.375,0.017333709131905295,0.3828125,0.009521209131905295,0.41796875,0.025635040868094705
N004323,N009954,different,0.1318681318681318,0.09375,0.03811813186813179,0.109375,0.022493131868131788,0.1171875,0.014680631868131788,0.109375,0.022493131868131788
N010390,N011580,different,0.0972495088408644,0.09375,0.0034995088408644043,0.09375,0.0034995088408644043,0.09375,0.0034995088408644043,0.1015625,0.004312991159135596
N004880,N004881,same,0.8894289185905225,0.90625,0.016821081409477467,0.90625,0.016821081409477467,0.921875,0.03244608140947747,0.8984375,0.009008581409477467
N000818,N006620,different,0.1074870274277242,0.15625,0.0487629725722758,0.125,0.017512972572275798,0.1171875,0.009700472572275798,0.125,0.017512972572275798
N001043,N002862,different,0.162536443148688,0.21875,0.05621355685131199,0.171875,0.009338556851311991,0.1640625,0.001526056851311991,0.171875,0.009338556851311991
N000640,N011658,different,0.1055099648300117,0.1875,0.0819900351699883,0.109375,0.003865035169988304,0.0859375,0.019572464830011696,0.09375,0.011759964830011696
N008018,N008676,different,0.0754414125200642,0.125,0.0495585874799358,0.09375,0.0183085874799358,0.09375,0.0183085874799358,0.078125,0.0026835874799358006
N002685,N002686,same,0.4655462184873949,0.46875,0.003203781512605086,0.4375,0.028046218487394914,0.4140625,0.051483718487394914,0.4375,0.028046218487394914
N000449,N010133,different,0.14540059347181,0.125,0.020400593471810002,0.109375,0.03602559347181,0.15625,0.010849406528189998,0.1640625,0.018661906528189998
N004683,N007002,different,0.0996332518337408,0.125,0.025366748166259195,0.109375,0.009741748166259195,0.1015625,0.0019292481662591954,0.09375,0.005883251833740805
N010844,N011602,different,0.1452513966480447,0.15625,0.010998603351955294,0.09375,0.051501396648044706,0.109375,0.035876396648044706,0.13671875,0.008532646648044706
N002440,N002443,same,0.2863568215892054,0.46875,0.1823931784107946,0.34375,0.05739317841079461,0.359375,0.07301817841079461,0.30078125,0.01442442841079461
N001357,N003372,different,0.1467473524962178,0.15625,0.009502647503782213,0.125,0.021747352496217787,0.1484375,0.0016901475037822133,0.1640625,0.017315147503782213
N010856,N010857,same,0.6289640591966174,0.71875,0.08978594080338265,0.640625,0.011660940803382647,0.625,0.003964059196617353,0.6484375,0.019473440803382647
N005262,N005263,same,0.2835365853658536,0.5,0.21646341463414642,0.328125,0.04458841463414642,0.2890625,0.005525914634146423,0.26171875,0.021817835365853577
N000070,N004969,different,0.3337571519389701,0.21875,0.1150071519389701,0.296875,0.0368821519389701,0.265625,0.0681321519389701,0.328125,0.005632151938970098
N003615,N009126,different,0.3233190271816881,0.3125,0.01081902718168809,0.34375,0.02043097281831191,0.3046875,0.01863152718168809,0.33984375,0.01652472281831191
N003236,N006862,different,0.0861001688238604,0.125,0.0388998311761396,0.09375,0.007649831176139599,0.0703125,0.0157876688238604,0.0703125,0.0157876688238604
N001257,N005818,different,0.0948110185778347,0.125,0.030188981422165306,0.078125,0.016686018577834694,0.0859375,0.008873518577834694,0.10546875,0.010657731422165306
N001027,N005073,different,0.1403038427167113,0.15625,0.015946157283288687,0.109375,0.030928842716711313,0.15625,0.015946157283288687,0.16796875,0.027664907283288687
N002169,N011831,different,0.147656940760389,0.15625,0.008593059239611012,0.140625,0.007031940760388988,0.1328125,0.014844440760388988,0.16015625,0.012499309239611012
N002691,N005271,different,0.0987738419618528,0.15625,0.05747615803814719,0.078125,0.020648841961852807,0.078125,0.020648841961852807,0.078125,0.020648841961852807
N005141,N007639,different,0.1379310344827586,0.0625,0.07543103448275859,0.078125,0.05980603448275859,0.1015625,0.03636853448275859,0.12109375,0.01683728448275859
N000675,N005669,different,0.283571915473756,0.09375,0.189821915473756,0.234375,0.04919691547375599,0.25,0.03357191547375599,0.25390625,0.029665665473755987
N005337,N011060,different,0.0707743547044129,0.09375,0.0229756452955871,0.046875,0.0238993547044129,0.0546875,0.0160868547044129,0.0703125,0.00046185470441290066
N001699,N004758,different,0.0945541591861161,0.09375,0.0008041591861160935,0.0625,0.032054159186116093,0.09375,0.0008041591861160935,0.08984375,0.0047104091861160935
N007012,N009759,different,0.0990667623833453,0.15625,0.0571832376166547,0.109375,0.010308237616654697,0.1015625,0.0024957376166546974,0.09375,0.005316762383345303
N004855,N004856,same,0.5973568281938326,0.625,0.027643171806167377,0.59375,0.003606828193832623,0.6328125,0.03545567180616738,0.6015625,0.004205671806167377
N010491,N010492,same,0.6466666666666666,0.78125,0.1345833333333334,0.671875,0.025208333333333388,0.640625,0.006041666666666612,0.671875,0.025208333333333388
N003270,N006319,different,0.0843293492695883,0.15625,0.0719206507304117,0.09375,0.009420650730411706,0.09375,0.009420650730411706,0.08984375,0.005514400730411706
N003144,N011859,different,0.31328125,0.3125,0.0007812500000000111,0.359375,0.04609374999999999,0.265625,0.04765625000000001,0.3046875,0.008593750000000011
N000889,N000890,same,0.5994897959183674,0.625,0.025510204081632626,0.578125,0.021364795918367374,0.6015625,0.002072704081632626,0.58984375,0.009646045918367374
N001432,N001435,same,0.648320895522388,0.6875,0.03917910447761197,0.671875,0.02355410447761197,0.6328125,0.01550839552238803,0.64453125,0.00378964552238803
N008926,N010073,different,0.0964705882352941,0.21875,0.1222794117647059,0.171875,0.0754044117647059,0.109375,0.0129044117647059,0.1171875,0.0207169117647059
N006903,N010093,different,0.1134580567290283,0.03125,0.0822080567290283,0.109375,0.004083056729028298,0.09375,0.019708056729028298,0.09765625,0.015801806729028298
N000486,N000487,same,0.9681647940074908,1.0,0.03183520599250922,0.984375,0.01621020599250922,0.984375,0.01621020599250922,0.984375,0.01621020599250922
N006198,N007366,different,0.0944055944055944,0.09375,0.0006555944055944007,0.0625,0.0319055944055944,0.0390625,0.0553430944055944,0.078125,0.0162805944055944
N004084,N004085,same,0.6447368421052632,0.59375,0.050986842105263164,0.5625,0.08223684210526316,0.5859375,0.058799342105263164,0.62890625,0.015830592105263164
N007902,N007976,different,0.3400503778337531,0.28125,0.05880037783375308,0.265625,0.07442537783375308,0.21875,0.12130037783375308,0.296875,0.04317537783375308
N002019,N002021,same,0.4759229534510433,0.53125,0.055327046548956704,0.5,0.024077046548956704,0.484375,0.008452046548956704,0.4765625,0.0006395465489567043
N008725,N008728,same,0.6208333333333333,0.71875,0.09791666666666665,0.6875,0.06666666666666665,0.6484375,0.027604166666666652,0.6171875,0.003645833333333348
N001957,N001958,same,0.9729299363057324,0.9375,0.035429936305732435,0.96875,0.004179936305732435,0.9765625,0.0036325636942675654,0.95703125,0.015898686305732435
N005497,N008336,different,0.0771331058020477,0.15625,0.0791168941979523,0.078125,0.0009918941979523005,0.0625,0.0146331058020477,0.0703125,0.0068206058020476995
N009301,N009302,same,0.9567901234567902,0.96875,0.011959876543209846,0.96875,0.011959876543209846,0.9609375,0.004147376543209846,0.95703125,0.0002411265432098464
N008499,N008952,different,0.184458398744113,0.15625,0.02820839874411299,0.1875,0.003041601255887011,0.1796875,0.004770898744112989,0.19140625,0.006947851255887011
N002300,N003674,different,0.1021711366538952,0.125,0.022828863346104802,0.09375,0.008421136653895198,0.078125,0.024046136653895198,0.07421875,0.027952386653895198
N009680,N011001,different,0.0691823899371069,0.03125,0.0379323899371069,0.015625,0.0535573899371069,0.0390625,0.030119889937106903,0.0546875,0.014494889937106903
N005556,N006568,different,0.0852490421455938,0.09375,0.008500957854406202,0.0625,0.022749042145593798,0.0703125,0.014936542145593798,0.08984375,0.004594707854406202
N003574,N007121,different,0.1371391076115485,0.1875,0.05036089238845151,0.140625,0.0034858923884515114,0.140625,0.0034858923884515114,0.1328125,0.004326607611548489
N004353,N004355,same,0.5606060606060606,0.5,0.06060606060606055,0.546875,0.013731060606060552,0.59375,0.03314393939393945,0.5625,0.0018939393939394478
N004438,N004442,same,0.7453505007153076,0.8125,0.06714949928469238,0.796875,0.05152449928469238,0.75,0.004649499284692382,0.7421875,0.003163000715307618
N004678,N004680,same,0.845372460496614,0.84375,0.0016224604966139644,0.78125,0.06412246049661396,0.7890625,0.056309960496613964,0.8359375,0.009434960496613964
N000056,N009414,different,0.0707417582417582,0.03125,0.0394917582417582,0.03125,0.0394917582417582,0.0234375,0.0473042582417582,0.05078125,0.0199605082417582
N005365,N009764,different,0.1579335793357933,0.125,0.0329335793357933,0.09375,0.0641835793357933,0.1640625,0.0061289206642066996,0.1875,0.0295664206642067
N002248,N003503,different,0.1531823085221143,0.125,0.028182308522114313,0.09375,0.05943230852211431,0.109375,0.04380730852211431,0.12109375,0.03208855852211431
N010508,N010509,same,0.2839506172839506,0.3125,0.0285493827160494,0.390625,0.1066743827160494,0.359375,0.0754243827160494,0.3359375,0.0519868827160494
N001817,N007306,different,0.0861850443599493,0.09375,0.007564955640050705,0.0625,0.023685044359949295,0.0625,0.023685044359949295,0.0703125,0.015872544359949295
N003274,N007023,different,0.272984441301273,0.21875,0.05423444130127297,0.265625,0.007359441301272973,0.2578125,0.015171941301272973,0.26953125,0.003453191301272973
N005079,N005080,same,0.3261977573904179,0.40625,0.0800522426095821,0.34375,0.017552242609582103,0.34375,0.017552242609582103,0.33203125,0.005833492609582103
N000591,N011538,different,0.0934579439252336,0.09375,0.0002920560747664003,0.078125,0.0153329439252336,0.0859375,0.0075204439252336,0.10546875,0.0120108060747664
N009925,N010387,different,0.1040627227369921,0.21875,0.1146872772630079,0.140625,0.0365622772630079,0.1328125,0.028749777263007897,0.125,0.020937277263007897
N001053,N002186,different,0.1634328358208955,0.25,0.08656716417910451,0.171875,0.008442164179104511,0.15625,0.007182835820895489,0.17578125,0.012348414179104511
N008562,N009324,different,0.2786421499292786,0.28125,0.002607850070721396,0.375,0.0963578500707214,0.3203125,0.041670350070721396,0.30078125,0.022139100070721396
N000250,N003051,different,0.0934933670246367,0.0625,0.030993367024636703,0.078125,0.015368367024636703,0.09375,0.00025663297536329677,0.10546875,0.011975382975363297
N001525,N001678,different,0.2859237536656892,0.34375,0.05782624633431083,0.3125,0.026576246334310827,0.296875,0.010951246334310827,0.30078125,0.014857496334310827
N008599,N008602,same,0.4840132304299889,0.5,0.015986769570011106,0.515625,0.031611769570011106,0.5390625,0.055049269570011106,0.4921875,0.008174269570011106
N003942,N010918,different,0.1376306620209059,0.21875,0.0811193379790941,0.125,0.012630662020905903,0.140625,0.002994337979094097,0.16796875,0.030338087979094097
N002513,N007637,different,0.3067649028801071,0.1875,0.1192649028801071,0.25,0.056764902880107104,0.2109375,0.0958274028801071,0.26171875,0.045046152880107104
N009703,N009705,same,0.4839901477832512,0.53125,0.04725985221674878,0.515625,0.03163485221674878,0.5390625,0.05507235221674878,0.50390625,0.019916102216748777
N004315,N009584,different,0.286231884057971,0.5,0.213768115942029,0.421875,0.135643115942029,0.3828125,0.09658061594202899,0.3125,0.02626811594202899
N010620,N010621,same,0.9308578745198464,0.9375,0.006642125480153638,0.921875,0.008982874519846362,0.9453125,0.014454625480153638,0.9453125,0.014454625480153638
N008248,N008249,same,0.3384064458370636,0.3125,0.025906445837063585,0.234375,0.10403144583706359,0.34375,0.005343554162936415,0.36328125,0.024874804162936415
N005222,N005225,same,0.3567961165048544,0.4375,0.08070388349514562,0.375,0.018203883495145623,0.375,0.018203883495145623,0.33984375,0.016952366504854377
N002502,N002505,same,0.9257362355953904,0.90625,0.019486235595390422,0.90625,0.019486235595390422,0.9375,0.011763764404609578,0.92578125,4.501440460957795e-05
N006200,N006201,same,0.3536155202821869,0.375,0.0213844797178131,0.375,0.0213844797178131,0.359375,0.0057594797178130985,0.37890625,0.0252907297178131
N000217,N002582,different,0.1173498034811903,0.09375,0.0235998034811903,0.0625,0.0548498034811903,0.078125,0.0392248034811903,0.09375,0.0235998034811903
N001207,N004094,different,0.2112299465240641,0.25,0.0387700534759359,0.1875,0.0237299465240641,0.2265625,0.0153325534759359,0.234375,0.0231450534759359
