notice_id,portal_id,configuration,candidate_count
N007718,P003,32x4,22
N007728,P003,32x4,14
N007729,P075,32x4,1
N007732,P215,32x4,1
N007764,P021,32x4,2
N007774,P017,32x4,0
N007783,P036,32x4,0
N007784,P233,32x4,2
N007825,P002,32x4,2
N007828,P001,32x4,12
N007841,P002,32x4,313
N007848,P003,32x4,4
N007849,P006,32x4,65
N007856,P052,32x4,1
N007858,P004,32x4,25
N007867,P147,32x4,0
N007874,P005,32x4,35
N007876,P001,32x4,17
N007877,P180,32x4,1
N007889,P006,32x4,152
N007893,P160,32x4,1
N007894,P094,32x4,1
N007902,P001,32x4,31
N007911,P047,32x4,0
N007916,P004,32x4,94
N007921,P003,32x4,3
N007922,P202,32x4,1
N007932,P001,32x4,249
N007938,P214,32x4,0
N007941,P006,32x4,92
N007953,P072,32x4,0
N007965,P002,32x4,319
N007972,P003,32x4,103
N007976,P001,32x4,185
N007988,P021,32x4,0
N007995,P003,32x4,116
N007997,P197,32x4,3
N007999,P166,32x4,4
N008002,P136,32x4,4
N008009,P020,32x4,0
N008010,P002,32x4,178
N008018,P002,32x4,152
N008022,P005,32x4,184
N008027,P182,32x4,0
N008041,P148,32x4,3
N008048,P020,32x4,2
N008049,P248,32x4,4
N008050,P235,32x4,2
N008055,P001,32x4,32
N008071,P006,32x4,40
N008087,P003,32x4,144
N008088,P001,32x4,294
N008093,P055,32x4,4
N008094,P003,32x4,2
N008101,P026,32x4,0
N008105,P236,32x4,0
N008110,P005,32x4,147
N008135,P006,32x4,56
N008152,P036,32x4,1
N008153,P094,32x4,1
N008166,P002,32x4,137
N008176,P002,32x4,115
N008186,P005,32x4,26
N008188,P094,32x4,1
N008190,P020,32x4,1
N008196,P056,32x4,0
N008199,P089,32x4,4
N008208,P002,32x4,124
N008220,P004,32x4,22
N008225,P001,32x4,194
N008230,P005,32x4,134
N008238,P006,32x4,92
N008239,P031,32x4,1
N008248,P065,32x4,1
N008249,P001,32x4,283
N008255,P208,32x4,0
N008261,P001,32x4,127
N008262,P210,32x4,1
N008268,P004,32x4,34
N008280,P034,32x4,0
N008284,P057,32x4,1
N008285,P002,32x4,189
N008288,P006,32x4,34
N008301,P179,32x4,0
N008321,P004,32x4,70
N008330,P004,32x4,13
N008335,P094,32x4,1
N008336,P001,32x4,53
N008357,P070,32x4,0
N008366,P241,32x4,1
N008369,P052,32x4,5
N008376,P006,32x4,79
N008379,P088,32x4,1
N008380,P146,32x4,1
N008382,P001,32x4,44
N008406,P006,32x4,36
N008409,P094,32x4,1
N008410,P070,32x4,1
N008411,P016,32x4,1
N008412,P094,32x4,0
N008443,P003,32x4,85
N008452,P005,32x4,168
N008460,P001,32x4,195
N008464,P006,32x4,101
N008482,P096,32x4,0
N008487,P232,32x4,1
N008488,P253,32x4,1
N008497,P005,32x4,162
N008498,P094,32x4,1
N008499,P052,32x4,4
N008514,P237,32x4,0
N008515,P002,32x4,74
N008517,P004,32x4,4
N008539,P001,32x4,197
N008542,P064,32x4,0
N008545,P071,32x4,2
N008551,P094,32x4,2
N008561,P048,32x4,2
N008562,P004,32x4,85
N008565,P006,32x4,1
N008572,P067,32x4,0
N008583,P004,32x4,88
N008599,P005,32x4,173
N008602,P071,32x4,2
N008603,P002,32x4,154
N008608,P005,32x4,98
N008611,P003,32x4,80
N008630,P002,32x4,208
N008641,P004,32x4,48
N008642,P002,32x4,179
N008645,P001,32x4,282
N008664,P107,32x4,0
N008676,P003,32x4,141
N008677,P174,32x4,1
N008725,P181,32x4,1
N008728,P002,32x4,208
N008733,P025,32x4,7
N008734,P004,32x4,33
N008741,P001,32x4,114
N008744,P104,32x4,0
N008752,P076,32x4,0
N008774,P005,32x4,288
N008784,P001,32x4,287
N008791,P005,32x4,110
N008794,P003,32x4,26
N008801,P193,32x4,0
N008803,P001,32x4,307
N008808,P003,32x4,140
N008816,P005,32x4,152
N008823,P004,32x4,15
N008825,P001,32x4,175
N008828,P054,32x4,1
N008840,P026,32x4,0
N008863,P013,32x4,10
N008873,P004,32x4,42
N008917,P052,32x4,0
N008926,P002,32x4,154
N008928,P004,32x4,125
N008937,P151,32x4,0
N008938,P004,32x4,4
N008943,P217,32x4,1
N008945,P002,32x4,9
N008952,P052,32x4,0
N008956,P195,32x4,5
N008966,P228,32x4,0
N008967,P244,32x4,0
N008968,P059,32x4,0
N008993,P168,32x4,2
N008994,P227,32x4,2
N008995,P193,32x4,2
N008997,P094,32x4,1
N008998,P004,32x4,68
N009010,P003,32x4,105
N009014,P131,32x4,0
N009030,P002,32x4,10
N009040,P004,32x4,110
N009046,P003,32x4,59
N009049,P005,32x4,214
N009060,P001,32x4,173
N009065,P005,32x4,268
N009075,P004,32x4,43
N009079,P001,32x4,61
N009085,P001,32x4,277
N009092,P248,32x4,0
N009100,P133,32x4,0
N009126,P002,32x4,203
N009136,P222,32x4,0
N009138,P046,32x4,0
N009140,P002,32x4,252
N009150,P133,32x4,1
N009151,P001,32x4,271
N009152,P211,32x4,1
N009154,P167,32x4,0
N009162,P002,32x4,271
N009163,P227,32x4,1
N009169,P002,32x4,39
N009175,P072,32x4,13
N009205,P005,32x4,256
N009208,P004,32x4,112
N009213,P004,32x4,146
N009224,P003,32x4,76
N009227,P003,32x4,64
N009234,P006,32x4,19
N009235,P037,32x4,1
N009236,P091,32x4,2
N009237,P006,32x4,116
N009240,P138,32x4,3
N009272,P004,32x4,170
N009281,P002,32x4,123
N009301,P020,32x4,3
N009302,P028,32x4,5
N009303,P006,32x4,103
N009304,P006,32x4,73
N009311,P004,32x4,21
N009318,P249,32x4,0
N009323,P005,32x4,182
N009324,P006,32x4,98
N009330,P225,32x4,0
N009345,P004,32x4,46
N009349,P136,32x4,4
N009350,P240,32x4,4
N009368,P001,32x4,213
N009371,P005,32x4,214
N009372,P238,32x4,6
N009379,P106,32x4,4
N009380,P094,32x4,4
N009384,P005,32x4,227
N009386,P003,32x4,50
N009387,P081,32x4,1
N009409,P006,32x4,20
N009413,P047,32x4,4
N009414,P004,32x4,106
N009437,P004,32x4,102
N009439,P003,32x4,52
N009445,P001,32x4,229
N009455,P002,32x4,16
N009456,P216,32x4,1
N009477,P006,32x4,91
N009478,P001,32x4,183
N009479,P094,32x4,4
N009485,P004,32x4,162
N009495,P003,32x4,57
N009498,P004,32x4,1
N009517,P081,32x4,2
N009521,P005,32x4,258
N009531,P004,32x4,51
N009541,P020,32x4,0
N009546,P002,32x4,280
N009547,P002,32x4,1
N009548,P001,32x4,1
N009553,P004,32x4,60
N009555,P002,32x4,247
N009562,P002,32x4,262
N009564,P002,32x4,280
N009584,P004,32x4,102
N009587,P006,32x4,71
N009592,P206,32x4,0
N009612,P006,32x4,97
N009628,P154,32x4,0
N009630,P006,32x4,39
N009648,P005,32x4,93
N009659,P001,32x4,94
N009665,P003,32x4,2
N009670,P214,32x4,1
N009671,P014,32x4,1
N009675,P002,32x4,267
N009680,P001,32x4,137
N009682,P240,32x4,13
N009700,P003,32x4,94
N009701,P196,32x4,3
N009703,P002,32x4,212
N009705,P172,32x4,4
N009707,P001,32x4,214
N009708,P153,32x4,5
N009718,P094,32x4,3
N009727,P002,32x4,188
N009735,P006,32x4,98
N009745,P002,32x4,209
N009759,P001,32x4,17
N009764,P106,32x4,3
N009766,P003,32x4,91
N009773,P002,32x4,203
N009775,P006,32x4,16
N009782,P206,32x4,1
N009816,P002,32x4,288
N009822,P044,32x4,0
N009823,P002,32x4,176
N009829,P001,32x4,199
N009834,P044,32x4,1
N009835,P004,32x4,9
N009838,P070,32x4,13
N009840,P227,32x4,5
N009841,P003,32x4,142
N009844,P006,32x4,69
N009848,P002,32x4,190
N009854,P002,32x4,221
N009857,P224,32x4,2
N009863,P006,32x4,86
N009866,P240,32x4,2
N009868,P239,32x4,3
N009882,P003,32x4,2
N009890,P191,32x4,0
N009894,P004,32x4,186
N009896,P202,32x4,1
N009916,P004,32x4,45
N009918,P109,32x4,0
N009925,P094,32x4,0
N009928,P003,32x4,107
N009954,P061,32x4,0
N009969,P004,32x4,157
N009975,P067,32x4,0
N009978,P001,32x4,291
N009979,P003,32x4,162
N009982,P004,32x4,19
N009983,P031,32x4,2
N009985,P001,32x4,284
N010005,P117,32x4,0
N010008,P002,32x4,231
N010018,P004,32x4,4
N010020,P008,32x4,12
N010028,P006,32x4,15
N010033,P124,32x4,2
N010034,P098,32x4,2
N010035,P022,32x4,8
N010039,P004,32x4,91
N010073,P004,32x4,95
N010077,P006,32x4,138
N010081,P094,32x4,1
N010082,P001,32x4,6
N010086,P074,32x4,0
N010092,P003,32x4,72
N010093,P005,32x4,26
N010102,P080,32x4,1
N010106,P002,32x4,15
N010107,P121,32x4,1
N010109,P003,32x4,44
N010111,P001,32x4,157
N010116,P010,32x4,0
N010133,P187,32x4,0
N010135,P094,32x4,1
N010136,P023,32x4,1
N010144,P203,32x4,3
N010145,P094,32x4,3
N010185,P006,32x4,0
N010207,P006,32x4,108
N010211,P002,32x4,66
N010218,P036,32x4,0
N010231,P001,32x4,112
N010261,P001,32x4,0
N010265,P056,32x4,0
N010292,P094,32x4,0
N010293,P135,32x4,0
N010317,P021,32x4,2
N010318,P243,32x4,2
N010330,P005,32x4,42
N010335,P002,32x4,237
N010336,P255,32x4,2
N010357,P001,32x4,141
N010360,P002,32x4,259
N010375,P176,32x4,0
N010387,P001,32x4,50
N010389,P240,32x4,4
N010390,P006,32x4,87
N010391,P044,32x4,4
N010406,P136,32x4,7
N010407,P247,32x4,15
N010408,P078,32x4,3
N010411,P006,32x4,88
N010413,P001,32x4,150
N010419,P193,32x4,0
N010431,P041,32x4,3
N010432,P141,32x4,1
N010448,P006,32x4,9
N010471,P207,32x4,1
N010491,P002,32x4,143
N010492,P001,32x4,211
N010497,P002,32x4,267
N010499,P006,32x4,144
N010502,P003,32x4,89
N010506,P058,32x4,1
N010507,P002,32x4,8
N010508,P189,32x4,1
N010509,P006,32x4,116
N010513,P001,32x4,126
N010514,P002,32x4,127
N010526,P225,32x4,2
N010531,P004,32x4,33
N010535,P005,32x4,264
N010547,P003,32x4,77
N010560,P006,32x4,109
N010563,P005,32x4,39
N010570,P001,32x4,195
N010572,P069,32x4,0
N010584,P096,32x4,8
N010598,P006,32x4,20
N010603,P006,32x4,62
N010605,P247,32x4,0
N010609,P005,32x4,142
N010614,P001,32x4,259
N010619,P001,32x4,107
N010620,P065,32x4,1
N010621,P094,32x4,1
N010634,P005,32x4,53
N010660,P129,32x4,0
N010682,P255,32x4,3
N010683,P112,32x4,3
N010689,P006,32x4,10
N010699,P004,32x4,118
N010700,P073,32x4,1
N010711,P224,32x4,0
N010723,P004,32x4,102
N010742,P131,32x4,1
N010743,P240,32x4,1
N010748,P140,32x4,0
N010762,P200,32x4,1
N010766,P053,32x4,1
N010769,P003,32x4,111
N010778,P001,32x4,234
N010788,P148,32x4,0
N010795,P214,32x4,0
N010814,P006,32x4,45
N010823,P004,32x4,1
N010825,P215,32x4,3
N010826,P006,32x4,87
N010844,P096,32x4,4
N010853,P006,32x4,90
N010856,P094,32x4,2
N010857,P004,32x4,88
N010880,P003,32x4,102
N010881,P004,32x4,21
N010890,P003,32x4,127
N010910,P034,32x4,1
N010912,P005,32x4,265
N010918,P186,32x4,2
N010930,P202,32x4,1
N010935,P002,32x4,34
N010941,P026,32x4,1
N010942,P051,32x4,1
N010946,P214,32x4,2
N010960,P215,32x4,0
N010976,P248,32x4,0
N010980,P005,32x4,6
N010981,P094,32x4,1
N010982,P005,32x4,93
N010985,P002,32x4,15
N010999,P240,32x4,4
N011000,P236,32x4,1
N011001,P004,32x4,178
N011017,P001,32x4,251
N011019,P004,32x4,26
N011020,P094,32x4,2
N011033,P002,32x4,273
N011035,P001,32x4,186
N011036,P094,32x4,6
N011041,P001,32x4,296
N011043,P005,32x4,298
N011048,P006,32x4,1
N011053,P006,32x4,73
N011060,P005,32x4,273
N011075,P044,32x4,5
N011076,P001,32x4,259
N011077,P028,32x4,5
N011090,P003,32x4,118
N011092,P006,32x4,1
N011095,P182,32x4,1
N011101,P082,32x4,4
N011108,P002,32x4,183
N011118,P240,32x4,1
N011119,P092,32x4,1
N011122,P003,32x4,80
N011130,P006,32x4,102
N011139,P005,32x4,196
N011140,P003,32x4,1
N011149,P147,32x4,4
N011151,P005,32x4,68
N011152,P003,32x4,99
N011154,P005,32x4,177
N011156,P094,32x4,1
N011184,P169,32x4,13
N011201,P094,32x4,4
N011207,P003,32x4,186
N011255,P167,32x4,1
N011269,P001,32x4,245
N011281,P003,32x4,10
N011282,P094,32x4,1
N011284,P006,32x4,86
N011302,P032,32x4,0
N011317,P167,32x4,1
N011320,P129,32x4,1
N011332,P002,32x4,121
N011335,P004,32x4,93
N011336,P001,32x4,9
N011361,P006,32x4,126
N011367,P136,32x4,0
N011369,P036,32x4,0
N011414,P080,32x4,0
N011420,P005,32x4,106
N011429,P214,32x4,1
N011433,P001,32x4,5
N011438,P232,32x4,1
N011440,P003,32x4,13
N011446,P005,32x4,229
N011480,P004,32x4,31
N011482,P001,32x4,221
N011487,P104,32x4,0
N011499,P001,32x4,132
N011500,P005,32x4,132
N011515,P195,32x4,1
N011516,P002,32x4,215
N011522,P091,32x4,1
N011523,P003,32x4,18
N011525,P214,32x4,4
N011533,P006,32x4,23
N011534,P004,32x4,16
N011538,P001,32x4,212
N011568,P002,32x4,262
N011576,P005,32x4,236
N011580,P103,32x4,0
N011588,P245,32x4,8
N011595,P003,32x4,99
N011601,P191,32x4,3
N011602,P096,32x4,3
N011603,P116,32x4,2
N011613,P005,32x4,258
N011616,P193,32x4,0
N011628,P003,32x4,137
N011629,P002,32x4,216
N011646,P022,32x4,3
N011649,P136,32x4,0
N011658,P004,32x4,27
N011663,P003,32x4,102
N011666,P003,32x4,27
N011674,P172,32x4,0
N011682,P004,32x4,27
N011687,P214,32x4,1
N011688,P094,32x4,1
N011691,P002,32x4,223
N011716,P235,32x4,1
N011717,P028,32x4,1
N011732,P167,32x4,2
N011750,P098,32x4,0
N011759,P080,32x4,0
N011771,P002,32x4,276
N011777,P079,32x4,0
N011786,P020,32x4,0
N011793,P004,32x4,35
N011795,P005,32x4,174
N011803,P001,32x4,91
N011807,P140,32x4,8
N011829,P020,32x4,1
N011830,P200,32x4,1
N011831,P159,32x4,0
N011834,P094,32x4,2
N011835,P083,32x4,2
N011853,P001,32x4,184
N011859,P002,32x4,0
N011862,P006,32x4,16
N011869,P002,32x4,92
N011872,P240,32x4,6
N011892,P001,32x4,243
N011900,P002,32x4,9
N011901,P006,32x4,20
N011914,P001,32x4,100
N011915,P001,32x4,95
N011928,P002,32x4,210
N011929,P005,32x4,76
N011930,P006,32x4,157
N011935,P019,32x4,3
N011938,P174,32x4,0
N011966,P098,32x4,0
N011967,P193,32x4,0
N011975,P227,32x4,0
N011976,P006,32x4,161
N011984,P002,32x4,179
N011985,P181,32x4,0
N011987,P004,32x4,101
N011988,P001,32x4,217
N000003,P002,16x8,0
N000010,P004,16x8,0
N000023,P006,16x8,1
N000026,P001,16x8,0
N000030,P021,16x8,0
N000036,P002,16x8,0
N000043,P189,16x8,1
N000050,P225,16x8,1
N000051,P215,16x8,1
N000052,P038,16x8,1
N000056,P002,16x8,1
N000058,P001,16x8,1
N000064,P004,16x8,0
N000065,P003,16x8,0
N000070,P002,16x8,0
N000078,P153,16x8,0
N000119,P001,16x8,0
N000124,P002,16x8,0
N000131,P005,16x8,0
N000135,P002,16x8,0
N000139,P113,16x8,0
N000145,P002,16x8,0
N000160,P215,16x8,0
N000161,P002,16x8,0
N000166,P174,16x8,0
N000175,P183,16x8,0
N000183,P002,16x8,1
N000184,P005,16x8,1
N000189,P056,16x8,0
N000202,P017,16x8,0
N000215,P001,16x8,0
N000217,P001,16x8,0
N000219,P215,16x8,0
N000237,P004,16x8,0
N000238,P094,16x8,0
N000250,P006,16x8,0
N000255,P004,16x8,0
N000259,P055,16x8,0
N000262,P006,16x8,0
N000264,P153,16x8,0
N000266,P080,16x8,0
N000268,P002,16x8,0
N000276,P046,16x8,0
N000278,P073,16x8,0
N000282,P019,16x8,0
N000286,P002,16x8,0
N000297,P004,16x8,0
N000314,P002,16x8,0
N000315,P005,16x8,0
N000316,P094,16x8,0
N000321,P006,16x8,0
N000323,P170,16x8,0
N000327,P249,16x8,0
N000335,P151,16x8,0
N000339,P165,16x8,0
N000340,P005,16x8,0
N000355,P003,16x8,0
N000357,P004,16x8,0
N000358,P222,16x8,1
N000359,P054,16x8,1
N000372,P001,16x8,0
N000384,P002,16x8,0
N000391,P006,16x8,0
N000396,P002,16x8,0
N000397,P003,16x8,0
N000412,P005,16x8,0
N000417,P136,16x8,1
N000419,P215,16x8,1
N000420,P063,16x8,0
N000431,P094,16x8,0
N000437,P004,16x8,0
N000443,P002,16x8,0
N000449,P187,16x8,0
N000461,P001,16x8,0
N000463,P006,16x8,1
N000465,P183,16x8,1
N000485,P094,16x8,3
N000486,P082,16x8,3
N000487,P098,16x8,3
N000488,P242,16x8,3
N000489,P114,16x8,0
N000490,P003,16x8,0
N000498,P232,16x8,0
N000514,P006,16x8,0
N000516,P020,16x8,0
N000518,P005,16x8,0
N000557,P078,16x8,0
N000561,P002,16x8,1
N000562,P002,16x8,0
N000566,P005,16x8,0
N000573,P002,16x8,7
N000576,P005,16x8,4
N000577,P046,16x8,0
N000591,P004,16x8,0
N000605,P094,16x8,0
N000607,P065,16x8,0
N000628,P081,16x8,0
N000633,P004,16x8,0
N000640,P005,16x8,2
N000643,P001,16x8,0
N000647,P006,16x8,0
N000659,P005,16x8,6
N000664,P069,16x8,0
N000666,P001,16x8,5
N000670,P094,16x8,1
N000671,P122,16x8,1
N000672,P002,16x8,0
N000675,P006,16x8,0
N000684,P122,16x8,0
N000697,P001,16x8,11
N000702,P004,16x8,0
N000723,P003,16x8,2
N000725,P003,16x8,0
N000735,P001,16x8,0
N000737,P208,16x8,0
N000741,P240,16x8,1
N000745,P121,16x8,1
N000753,P094,16x8,1
N000755,P112,16x8,1
N000768,P120,16x8,0
N000770,P044,16x8,0
N000817,P003,16x8,0
N000818,P094,16x8,0
N000834,P001,16x8,0
N000843,P001,16x8,0
N000852,P002,16x8,1
N000864,P198,16x8,0
N000873,P004,16x8,0
N000883,P004,16x8,1
N000884,P003,16x8,2
N000889,P001,16x8,0
N000890,P240,16x8,0
N000895,P004,16x8,0
N000906,P172,16x8,0
N000923,P004,16x8,2
N000926,P001,16x8,1
N000937,P094,16x8,0
N000938,P005,16x8,0
N000964,P006,16x8,0
N000982,P102,16x8,0
N000985,P006,16x8,0
N000986,P013,16x8,0
N000990,P003,16x8,0
N000992,P044,16x8,1
N000993,P129,16x8,1
N001001,P001,16x8,0
N001005,P001,16x8,0
N001006,P046,16x8,0
N001010,P005,16x8,0
N001011,P255,16x8,0
N001013,P058,16x8,0
N001022,P026,16x8,0
N001023,P001,16x8,0
N001025,P005,16x8,0
N001027,P061,16x8,0
N001043,P144,16x8,0
N001044,P001,16x8,0
N001053,P056,16x8,0
N001063,P171,16x8,0
N001074,P005,16x8,0
N001075,P006,16x8,0
N001083,P181,16x8,0
N001101,P001,16x8,0
N001104,P063,16x8,0
N001105,P002,16x8,0
N001107,P006,16x8,0
N001115,P001,16x8,0
N001118,P129,16x8,1
N001120,P240,16x8,1
N001124,P217,16x8,0
N001137,P225,16x8,0
N001138,P004,16x8,0
N001140,P003,16x8,1
N001141,P141,16x8,0
N001142,P107,16x8,0
N001143,P004,16x8,1
N001163,P207,16x8,1
N001165,P133,16x8,1
N001173,P004,16x8,0
N001174,P188,16x8,0
N001176,P232,16x8,0
N001180,P006,16x8,0
N001185,P006,16x8,0
N001189,P026,16x8,0
N001198,P006,16x8,0
N001207,P015,16x8,0
N001257,P002,16x8,0
N001258,P137,16x8,1
N001261,P240,16x8,1
N001271,P174,16x8,0
N001282,P001,16x8,0
N001284,P002,16x8,1
N001285,P001,16x8,1
N001289,P005,16x8,4
N001291,P191,16x8,0
N001295,P020,16x8,0
N001296,P004,16x8,0
N001309,P004,16x8,3
N001314,P005,16x8,0
N001323,P013,16x8,0
N001325,P222,16x8,0
N001326,P002,16x8,0
N001328,P183,16x8,0
N001334,P006,16x8,1
N001335,P005,16x8,1
N001338,P094,16x8,1
N001340,P044,16x8,1
N001357,P148,16x8,0
N001360,P094,16x8,1
N001361,P020,16x8,1
N001362,P136,16x8,0
N001363,P002,16x8,4
N001364,P240,16x8,1
N001365,P048,16x8,1
N001372,P174,16x8,0
N001376,P003,16x8,0
N001377,P229,16x8,0
N001381,P056,16x8,0
N001394,P003,16x8,2
N001403,P002,16x8,3
N001405,P122,16x8,0
N001413,P156,16x8,0
N001415,P006,16x8,0
N001422,P142,16x8,0
N001432,P003,16x8,0
N001435,P088,16x8,0
N001436,P004,16x8,0
N001443,P003,16x8,0
N001446,P006,16x8,6
N001447,P060,16x8,0
N001458,P094,16x8,0
N001475,P004,16x8,0
N001484,P003,16x8,0
N001488,P062,16x8,0
N001497,P003,16x8,0
N001498,P001,16x8,0
N001509,P094,16x8,0
N001510,P002,16x8,0
N001515,P207,16x8,0
N001521,P005,16x8,1
N001525,P004,16x8,0
N001567,P133,16x8,0
N001578,P003,16x8,0
N001623,P002,16x8,1
N001624,P244,16x8,0
N001629,P210,16x8,0
N001633,P221,16x8,0
N001634,P094,16x8,0
N001653,P006,16x8,0
N001654,P096,16x8,0
N001666,P003,16x8,0
N001669,P097,16x8,0
N001677,P003,16x8,0
N001678,P003,16x8,0
N001685,P002,16x8,0
N001686,P094,16x8,0
N001699,P003,16x8,0
N001702,P006,16x8,0
N001720,P003,16x8,0
N001733,P248,16x8,1
N001734,P147,16x8,1
N001735,P006,16x8,0
N001746,P003,16x8,0
N001758,P053,16x8,0
N001760,P094,16x8,1
N001761,P168,16x8,1
N001764,P181,16x8,0
N001765,P006,16x8,0
N001784,P004,16x8,0
N001785,P003,16x8,0
N001791,P006,16x8,1
N001804,P002,16x8,11
N001817,P001,16x8,0
N001833,P003,16x8,6
N001863,P005,16x8,0
N001865,P214,16x8,0
N001873,P094,16x8,1
N001874,P251,16x8,1
N001879,P001,16x8,0
N001880,P005,16x8,0
N001889,P001,16x8,0
N001902,P004,16x8,0
N001905,P001,16x8,0
N001915,P232,16x8,1
N001918,P002,16x8,1
N001934,P006,16x8,0
N001937,P002,16x8,15
N001940,P004,16x8,0
N001948,P233,16x8,0
N001957,P078,16x8,1
N001958,P246,16x8,1
N001977,P002,16x8,0
N001983,P131,16x8,0
N001984,P003,16x8,0
N001988,P041,16x8,0
N002008,P026,16x8,0
N002017,P004,16x8,0
N002019,P006,16x8,0
N002021,P002,16x8,1
N002036,P001,16x8,0
N002040,P189,16x8,0
N002043,P054,16x8,0
N002056,P004,16x8,0
N002058,P005,16x8,1
N002059,P001,16x8,1
N002071,P002,16x8,1
N002084,P127,16x8,0
N002085,P088,16x8,0
N002086,P004,16x8,0
N002088,P006,16x8,0
N002106,P086,16x8,0
N002132,P003,16x8,0
N002149,P244,16x8,0
N002155,P002,16x8,0
N002156,P004,16x8,0
N002163,P004,16x8,0
N002169,P159,16x8,1
N002171,P117,16x8,0
N002173,P071,16x8,1
N002186,P094,16x8,0
N002197,P240,16x8,0
N002198,P001,16x8,0
N002200,P004,16x8,0
N002201,P061,16x8,1
N002204,P072,16x8,1
N002216,P094,16x8,1
N002218,P240,16x8,1
N002225,P136,16x8,0
N002229,P004,16x8,0
N002230,P021,16x8,0
N002242,P234,16x8,0
N002248,P092,16x8,0
N002267,P176,16x8,0
N002287,P096,16x8,0
N002290,P005,16x8,0
N002299,P001,16x8,5
N002300,P002,16x8,2
N002304,P006,16x8,0
N002307,P006,16x8,0
N002316,P002,16x8,0
N002317,P096,16x8,0
N002331,P002,16x8,0
N002342,P158,16x8,0
N002351,P006,16x8,0
N002358,P158,16x8,0
N002389,P208,16x8,0
N002391,P005,16x8,0
N002401,P089,16x8,0
N002426,P005,16x8,3
N002439,P004,16x8,0
N002440,P165,16x8,0
N002443,P117,16x8,0
N002446,P006,16x8,0
N002447,P205,16x8,0
N002468,P094,16x8,1
N002469,P028,16x8,1
N002476,P006,16x8,0
N002502,P020,16x8,1
N002505,P032,16x8,1
N002506,P088,16x8,0
N002507,P094,16x8,1
N002508,P183,16x8,1
N002513,P005,16x8,1
N002516,P214,16x8,1
N002540,P006,16x8,0
N002544,P001,16x8,0
N002548,P006,16x8,0
N002561,P002,16x8,1
N002570,P006,16x8,0
N002578,P005,16x8,0
N002582,P006,16x8,0
N002586,P141,16x8,0
N002589,P003,16x8,0
N002590,P215,16x8,1
N002591,P094,16x8,1
N002595,P184,16x8,0
N002597,P001,16x8,1
N002598,P095,16x8,0
N002605,P006,16x8,0
N002612,P006,16x8,0
N002621,P001,16x8,0
N002626,P005,16x8,0
N002629,P020,16x8,0
N002631,P094,16x8,0
N002639,P069,16x8,1
N002640,P094,16x8,1
N002648,P061,16x8,0
N002652,P006,16x8,0
N002665,P001,16x8,6
N002670,P006,16x8,0
N002673,P003,16x8,0
N002683,P002,16x8,0
N002684,P001,16x8,1
N002685,P006,16x8,0
N002686,P005,16x8,1
N002691,P002,16x8,3
N002700,P003,16x8,0
N002707,P006,16x8,0
N002729,P236,16x8,0
N002748,P003,16x8,0
N002758,P241,16x8,0
N002762,P248,16x8,0
N002765,P005,16x8,0
N002772,P006,16x8,0
N002774,P080,16x8,0
N002786,P006,16x8,0
N002792,P001,16x8,0
N002801,P122,16x8,0
N002802,P002,16x8,0
N002811,P162,16x8,0
N002814,P040,16x8,0
N002817,P002,16x8,0
N002818,P096,16x8,0
N002819,P004,16x8,0
N002821,P006,16x8,4
N002826,P004,16x8,0
N002831,P006,16x8,0
N002852,P094,16x8,0
N002853,P001,16x8,0
N002857,P004,16x8,0
N002862,P144,16x8,0
N002902,P074,16x8,0
N002916,P140,16x8,0
N002919,P214,16x8,1
N002920,P052,16x8,1
N002923,P002,16x8,0
N002928,P004,16x8,1
N002931,P107,16x8,0
N002945,P001,16x8,0
N002947,P002,16x8,0
N002952,P076,16x8,0
N002955,P001,16x8,3
N002957,P003,16x8,0
N002970,P001,16x8,0
N002973,P001,16x8,1
N002974,P005,16x8,1
N002992,P003,16x8,0
N003008,P211,16x8,0
N003019,P005,16x8,0
N003020,P003,16x8,0
N003021,P005,16x8,0
N003022,P227,16x8,0
N003026,P217,16x8,0
N003027,P006,16x8,0
N003050,P002,16x8,0
N003051,P001,16x8,0
N003058,P138,16x8,0
N003079,P001,16x8,0
N003093,P004,16x8,0
N003107,P006,16x8,0
N003121,P004,16x8,0
N003124,P055,16x8,2
N003125,P219,16x8,2
N003126,P001,16x8,11
N003127,P240,16x8,2
N003135,P128,16x8,0
N003144,P001,16x8,11
N003158,P068,16x8,0
N003164,P094,16x8,0
N003185,P215,16x8,0
N003201,P002,16x8,1
N003203,P001,16x8,1
N003208,P003,16x8,0
N003224,P005,16x8,0
N003228,P094,16x8,0
N003236,P005,16x8,0
N003264,P097,16x8,2
N003265,P117,16x8,0
N003267,P160,16x8,2
N003268,P001,16x8,0
N003269,P243,16x8,2
N003270,P005,16x8,2
N003274,P006,16x8,0
N003281,P112,16x8,0
N003288,P001,16x8,0
N003301,P246,16x8,0
N003302,P002,16x8,0
N003308,P006,16x8,1
N003310,P184,16x8,1
N003317,P036,16x8,0
N003319,P006,16x8,0
N003327,P005,16x8,1
N003328,P065,16x8,1
N003338,P003,16x8,0
N003351,P005,16x8,0
N003355,P003,16x8,0
N003362,P094,16x8,1
N003364,P232,16x8,1
N003372,P148,16x8,0
N003382,P002,16x8,0
N003403,P002,16x8,0
N003415,P005,16x8,1
N003418,P185,16x8,0
N003422,P001,16x8,0
N003427,P125,16x8,0
N003435,P249,16x8,0
N003437,P005,16x8,0
N003450,P003,16x8,0
