notice_id,portal_id,configuration,candidate_count
N011500,P005,16x8,1
N011515,P195,16x8,0
N011516,P002,16x8,0
N011522,P091,16x8,0
N011523,P003,16x8,0
N011525,P214,16x8,0
N011533,P006,16x8,0
N011534,P004,16x8,0
N011538,P001,16x8,0
N011568,P002,16x8,0
N011576,P005,16x8,0
N011580,P103,16x8,0
N011588,P245,16x8,0
N011595,P003,16x8,0
N011601,P191,16x8,2
N011602,P096,16x8,2
N011603,P116,16x8,2
N011613,P005,16x8,0
N011616,P193,16x8,0
N011628,P003,16x8,0
N011629,P002,16x8,0
N011646,P022,16x8,0
N011649,P136,16x8,0
N011658,P004,16x8,0
N011663,P003,16x8,0
N011666,P003,16x8,0
N011674,P172,16x8,0
N011682,P004,16x8,0
N011687,P214,16x8,1
N011688,P094,16x8,1
N011691,P002,16x8,0
N011716,P235,16x8,1
N011717,P028,16x8,1
N011732,P167,16x8,0
N011750,P098,16x8,0
N011759,P080,16x8,0
N011771,P002,16x8,0
N011777,P079,16x8,0
N011786,P020,16x8,0
N011793,P004,16x8,0
N011795,P005,16x8,0
N011803,P001,16x8,0
N011807,P140,16x8,0
N011829,P020,16x8,1
N011830,P200,16x8,1
N011831,P159,16x8,0
N011834,P094,16x8,1
N011835,P083,16x8,1
N011853,P001,16x8,2
N011859,P002,16x8,0
N011862,P006,16x8,0
N011869,P002,16x8,0
N011872,P240,16x8,0
N011892,P001,16x8,0
N011900,P002,16x8,0
N011901,P006,16x8,0
N011914,P001,16x8,0
N011915,P001,16x8,0
N011928,P002,16x8,4
N011929,P005,16x8,0
N011930,P006,16x8,0
N011935,P019,16x8,0
N011938,P174,16x8,0
N011966,P098,16x8,0
N011967,P193,16x8,0
N011975,P227,16x8,0
N011976,P006,16x8,0
N011984,P002,16x8,0
N011985,P181,16x8,0
N011987,P004,16x8,0
N011988,P001,16x8,0
N000003,P002,8x16,0
N000010,P004,8x16,0
N000023,P006,8x16,0
N000026,P001,8x16,0
N000030,P021,8x16,0
N000036,P002,8x16,0
N000043,P189,8x16,1
N000050,P225,8x16,1
N000051,P215,8x16,1
N000052,P038,8x16,1
N000056,P002,8x16,1
N000058,P001,8x16,1
N000064,P004,8x16,0
N000065,P003,8x16,0
N000070,P002,8x16,0
N000078,P153,8x16,0
N000119,P001,8x16,0
N000124,P002,8x16,0
N000131,P005,8x16,0
N000135,P002,8x16,0
N000139,P113,8x16,0
N000145,P002,8x16,0
N000160,P215,8x16,0
N000161,P002,8x16,0
N000166,P174,8x16,0
N000175,P183,8x16,0
N000183,P002,8x16,0
N000184,P005,8x16,0
N000189,P056,8x16,0
N000202,P017,8x16,0
N000215,P001,8x16,0
N000217,P001,8x16,0
N000219,P215,8x16,0
N000237,P004,8x16,0
N000238,P094,8x16,0
N000250,P006,8x16,0
N000255,P004,8x16,0
N000259,P055,8x16,0
N000262,P006,8x16,0
N000264,P153,8x16,0
N000266,P080,8x16,0
N000268,P002,8x16,0
N000276,P046,8x16,0
N000278,P073,8x16,0
N000282,P019,8x16,0
N000286,P002,8x16,0
N000297,P004,8x16,0
N000314,P002,8x16,0
N000315,P005,8x16,0
N000316,P094,8x16,0
N000321,P006,8x16,0
N000323,P170,8x16,0
N000327,P249,8x16,0
N000335,P151,8x16,0
N000339,P165,8x16,0
N000340,P005,8x16,0
N000355,P003,8x16,0
N000357,P004,8x16,0
N000358,P222,8x16,1
N000359,P054,8x16,1
N000372,P001,8x16,0
N000384,P002,8x16,0
N000391,P006,8x16,0
N000396,P002,8x16,0
N000397,P003,8x16,0
N000412,P005,8x16,0
N000417,P136,8x16,1
N000419,P215,8x16,1
N000420,P063,8x16,0
N000431,P094,8x16,0
N000437,P004,8x16,0
N000443,P002,8x16,0
N000449,P187,8x16,0
N000461,P001,8x16,0
N000463,P006,8x16,0
N000465,P183,8x16,0
N000485,P094,8x16,2
N000486,P082,8x16,2
N000487,P098,8x16,2
N000488,P242,8x16,0
N000489,P114,8x16,0
N000490,P003,8x16,0
N000498,P232,8x16,0
N000514,P006,8x16,0
N000516,P020,8x16,0
N000518,P005,8x16,0
N000557,P078,8x16,0
N000561,P002,8x16,0
N000562,P002,8x16,0
N000566,P005,8x16,0
N000573,P002,8x16,0
N000576,P005,8x16,0
N000577,P046,8x16,0
N000591,P004,8x16,0
N000605,P094,8x16,0
N000607,P065,8x16,0
N000628,P081,8x16,0
N000633,P004,8x16,0
N000640,P005,8x16,0
N000643,P001,8x16,0
N000647,P006,8x16,0
N000659,P005,8x16,0
N000664,P069,8x16,0
N000666,P001,8x16,0
N000670,P094,8x16,1
N000671,P122,8x16,1
N000672,P002,8x16,0
N000675,P006,8x16,0
N000684,P122,8x16,0
N000697,P001,8x16,0
N000702,P004,8x16,0
N000723,P003,8x16,0
N000725,P003,8x16,0
N000735,P001,8x16,0
N000737,P208,8x16,0
N000741,P240,8x16,1
N000745,P121,8x16,1
N000753,P094,8x16,1
N000755,P112,8x16,1
N000768,P120,8x16,0
N000770,P044,8x16,0
N000817,P003,8x16,0
N000818,P094,8x16,0
N000834,P001,8x16,0
N000843,P001,8x16,0
N000852,P002,8x16,0
N000864,P198,8x16,0
N000873,P004,8x16,0
N000883,P004,8x16,1
N000884,P003,8x16,1
N000889,P001,8x16,0
N000890,P240,8x16,0
N000895,P004,8x16,0
N000906,P172,8x16,0
N000923,P004,8x16,0
N000926,P001,8x16,0
N000937,P094,8x16,0
N000938,P005,8x16,0
N000964,P006,8x16,0
N000982,P102,8x16,0
N000985,P006,8x16,0
N000986,P013,8x16,0
N000990,P003,8x16,0
N000992,P044,8x16,1
N000993,P129,8x16,1
N001001,P001,8x16,0
N001005,P001,8x16,0
N001006,P046,8x16,0
N001010,P005,8x16,0
N001011,P255,8x16,0
N001013,P058,8x16,0
N001022,P026,8x16,0
N001023,P001,8x16,0
N001025,P005,8x16,0
N001027,P061,8x16,0
N001043,P144,8x16,0
N001044,P001,8x16,0
N001053,P056,8x16,0
N001063,P171,8x16,0
N001074,P005,8x16,0
N001075,P006,8x16,0
N001083,P181,8x16,0
N001101,P001,8x16,0
N001104,P063,8x16,0
N001105,P002,8x16,0
N001107,P006,8x16,0
N001115,P001,8x16,0
N001118,P129,8x16,1
N001120,P240,8x16,1
N001124,P217,8x16,0
N001137,P225,8x16,0
N001138,P004,8x16,0
N001140,P003,8x16,1
N001141,P141,8x16,0
N001142,P107,8x16,0
N001143,P004,8x16,1
N001163,P207,8x16,1
N001165,P133,8x16,1
N001173,P004,8x16,0
N001174,P188,8x16,0
N001176,P232,8x16,0
N001180,P006,8x16,0
N001185,P006,8x16,0
N001189,P026,8x16,0
N001198,P006,8x16,0
N001207,P015,8x16,0
N001257,P002,8x16,0
N001258,P137,8x16,0
N001261,P240,8x16,0
N001271,P174,8x16,0
N001282,P001,8x16,0
N001284,P002,8x16,0
N001285,P001,8x16,0
N001289,P005,8x16,0
N001291,P191,8x16,0
N001295,P020,8x16,0
N001296,P004,8x16,0
N001309,P004,8x16,0
N001314,P005,8x16,0
N001323,P013,8x16,0
N001325,P222,8x16,0
N001326,P002,8x16,0
N001328,P183,8x16,0
N001334,P006,8x16,0
N001335,P005,8x16,0
N001338,P094,8x16,1
N001340,P044,8x16,1
N001357,P148,8x16,0
N001360,P094,8x16,1
N001361,P020,8x16,1
N001362,P136,8x16,0
N001363,P002,8x16,0
N001364,P240,8x16,0
N001365,P048,8x16,0
N001372,P174,8x16,0
N001376,P003,8x16,0
N001377,P229,8x16,0
N001381,P056,8x16,0
N001394,P003,8x16,0
N001403,P002,8x16,0
N001405,P122,8x16,0
N001413,P156,8x16,0
N001415,P006,8x16,0
N001422,P142,8x16,0
N001432,P003,8x16,0
N001435,P088,8x16,0
N001436,P004,8x16,0
N001443,P003,8x16,0
N001446,P006,8x16,0
N001447,P060,8x16,0
N001458,P094,8x16,0
N001475,P004,8x16,0
N001484,P003,8x16,0
N001488,P062,8x16,0
N001497,P003,8x16,0
N001498,P001,8x16,0
N001509,P094,8x16,0
N001510,P002,8x16,0
N001515,P207,8x16,0
N001521,P005,8x16,0
N001525,P004,8x16,0
N001567,P133,8x16,0
N001578,P003,8x16,0
N001623,P002,8x16,0
N001624,P244,8x16,0
N001629,P210,8x16,0
N001633,P221,8x16,0
N001634,P094,8x16,0
N001653,P006,8x16,0
N001654,P096,8x16,0
N001666,P003,8x16,0
N001669,P097,8x16,0
N001677,P003,8x16,0
N001678,P003,8x16,0
N001685,P002,8x16,0
N001686,P094,8x16,0
N001699,P003,8x16,0
N001702,P006,8x16,0
N001720,P003,8x16,0
N001733,P248,8x16,0
N001734,P147,8x16,0
N001735,P006,8x16,0
N001746,P003,8x16,0
N001758,P053,8x16,0
N001760,P094,8x16,1
N001761,P168,8x16,1
N001764,P181,8x16,0
N001765,P006,8x16,0
N001784,P004,8x16,0
N001785,P003,8x16,0
N001791,P006,8x16,0
N001804,P002,8x16,0
N001817,P001,8x16,0
N001833,P003,8x16,0
N001863,P005,8x16,0
N001865,P214,8x16,0
N001873,P094,8x16,0
N001874,P251,8x16,0
N001879,P001,8x16,0
N001880,P005,8x16,0
N001889,P001,8x16,0
N001902,P004,8x16,0
N001905,P001,8x16,0
N001915,P232,8x16,0
N001918,P002,8x16,0
N001934,P006,8x16,0
N001937,P002,8x16,0
N001940,P004,8x16,0
N001948,P233,8x16,0
N001957,P078,8x16,1
N001958,P246,8x16,1
N001977,P002,8x16,0
N001983,P131,8x16,0
N001984,P003,8x16,0
N001988,P041,8x16,0
N002008,P026,8x16,0
N002017,P004,8x16,0
N002019,P006,8x16,0
N002021,P002,8x16,0
N002036,P001,8x16,0
N002040,P189,8x16,0
N002043,P054,8x16,0
N002056,P004,8x16,0
N002058,P005,8x16,1
N002059,P001,8x16,1
N002071,P002,8x16,0
N002084,P127,8x16,0
N002085,P088,8x16,0
N002086,P004,8x16,0
N002088,P006,8x16,0
N002106,P086,8x16,0
N002132,P003,8x16,0
N002149,P244,8x16,0
N002155,P002,8x16,0
N002156,P004,8x16,0
N002163,P004,8x16,0
N002169,P159,8x16,1
N002171,P117,8x16,0
N002173,P071,8x16,1
N002186,P094,8x16,0
N002197,P240,8x16,0
N002198,P001,8x16,0
N002200,P004,8x16,0
N002201,P061,8x16,1
N002204,P072,8x16,1
N002216,P094,8x16,1
N002218,P240,8x16,1
N002225,P136,8x16,0
N002229,P004,8x16,0
N002230,P021,8x16,0
N002242,P234,8x16,0
N002248,P092,8x16,0
N002267,P176,8x16,0
N002287,P096,8x16,0
N002290,P005,8x16,0
N002299,P001,8x16,0
N002300,P002,8x16,0
N002304,P006,8x16,0
N002307,P006,8x16,0
N002316,P002,8x16,0
N002317,P096,8x16,0
N002331,P002,8x16,0
N002342,P158,8x16,0
N002351,P006,8x16,0
N002358,P158,8x16,0
N002389,P208,8x16,0
N002391,P005,8x16,0
N002401,P089,8x16,0
N002426,P005,8x16,0
N002439,P004,8x16,0
N002440,P165,8x16,0
N002443,P117,8x16,0
N002446,P006,8x16,0
N002447,P205,8x16,0
N002468,P094,8x16,1
N002469,P028,8x16,1
N002476,P006,8x16,0
N002502,P020,8x16,1
N002505,P032,8x16,1
N002506,P088,8x16,0
N002507,P094,8x16,1
N002508,P183,8x16,1
N002513,P005,8x16,0
N002516,P214,8x16,0
N002540,P006,8x16,0
N002544,P001,8x16,0
N002548,P006,8x16,0
N002561,P002,8x16,0
N002570,P006,8x16,0
N002578,P005,8x16,0
N002582,P006,8x16,0
N002586,P141,8x16,0
N002589,P003,8x16,0
N002590,P215,8x16,1
N002591,P094,8x16,1
N002595,P184,8x16,0
N002597,P001,8x16,0
N002598,P095,8x16,0
N002605,P006,8x16,0
N002612,P006,8x16,0
N002621,P001,8x16,0
N002626,P005,8x16,0
N002629,P020,8x16,0
N002631,P094,8x16,0
N002639,P069,8x16,0
N002640,P094,8x16,0
N002648,P061,8x16,0
N002652,P006,8x16,0
N002665,P001,8x16,0
N002670,P006,8x16,0
N002673,P003,8x16,0
N002683,P002,8x16,0
N002684,P001,8x16,1
N002685,P006,8x16,0
N002686,P005,8x16,1
N002691,P002,8x16,0
N002700,P003,8x16,0
N002707,P006,8x16,0
N002729,P236,8x16,0
N002748,P003,8x16,0
N002758,P241,8x16,0
N002762,P248,8x16,0
N002765,P005,8x16,0
N002772,P006,8x16,0
N002774,P080,8x16,0
N002786,P006,8x16,0
N002792,P001,8x16,0
N002801,P122,8x16,0
N002802,P002,8x16,0
N002811,P162,8x16,0
N002814,P040,8x16,0
N002817,P002,8x16,0
N002818,P096,8x16,0
N002819,P004,8x16,0
N002821,P006,8x16,0
N002826,P004,8x16,0
N002831,P006,8x16,0
N002852,P094,8x16,0
N002853,P001,8x16,0
N002857,P004,8x16,0
N002862,P144,8x16,0
N002902,P074,8x16,0
N002916,P140,8x16,0
N002919,P214,8x16,1
N002920,P052,8x16,1
N002923,P002,8x16,0
N002928,P004,8x16,0
N002931,P107,8x16,0
N002945,P001,8x16,0
N002947,P002,8x16,0
N002952,P076,8x16,0
N002955,P001,8x16,0
N002957,P003,8x16,0
N002970,P001,8x16,0
N002973,P001,8x16,0
N002974,P005,8x16,0
N002992,P003,8x16,0
N003008,P211,8x16,0
N003019,P005,8x16,0
N003020,P003,8x16,0
N003021,P005,8x16,0
N003022,P227,8x16,0
N003026,P217,8x16,0
N003027,P006,8x16,0
N003050,P002,8x16,0
N003051,P001,8x16,0
N003058,P138,8x16,0
N003079,P001,8x16,0
N003093,P004,8x16,0
N003107,P006,8x16,0
N003121,P004,8x16,0
N003124,P055,8x16,1
N003125,P219,8x16,1
N003126,P001,8x16,0
N003127,P240,8x16,0
N003135,P128,8x16,0
N003144,P001,8x16,0
N003158,P068,8x16,0
N003164,P094,8x16,0
N003185,P215,8x16,0
N003201,P002,8x16,1
N003203,P001,8x16,1
N003208,P003,8x16,0
N003224,P005,8x16,0
N003228,P094,8x16,0
N003236,P005,8x16,0
N003264,P097,8x16,2
N003265,P117,8x16,0
N003267,P160,8x16,2
N003268,P001,8x16,0
N003269,P243,8x16,2
N003270,P005,8x16,0
N003274,P006,8x16,0
N003281,P112,8x16,0
N003288,P001,8x16,0
N003301,P246,8x16,0
N003302,P002,8x16,0
N003308,P006,8x16,0
N003310,P184,8x16,0
N003317,P036,8x16,0
N003319,P006,8x16,0
N003327,P005,8x16,0
N003328,P065,8x16,0
N003338,P003,8x16,0
N003351,P005,8x16,0
N003355,P003,8x16,0
N003362,P094,8x16,1
N003364,P232,8x16,1
N003372,P148,8x16,0
N003382,P002,8x16,0
N003403,P002,8x16,0
N003415,P005,8x16,0
N003418,P185,8x16,0
N003422,P001,8x16,0
N003427,P125,8x16,0
N003435,P249,8x16,0
N003437,P005,8x16,0
N003450,P003,8x16,0
N003466,P094,8x16,0
N003469,P001,8x16,0
N003476,P108,8x16,0
N003489,P042,8x16,0
N003494,P209,8x16,0
N003495,P001,8x16,0
N003498,P026,8x16,1
N003500,P207,8x16,1
N003501,P003,8x16,0
N003503,P092,8x16,0
N003543,P128,8x16,0
N003545,P006,8x16,0
N003555,P002,8x16,0
N003566,P004,8x16,0
N003574,P004,8x16,0
N003582,P001,8x16,0
N003611,P235,8x16,0
N003615,P002,8x16,0
N003630,P109,8x16,0
N003634,P005,8x16,0
N003642,P248,8x16,0
N003644,P005,8x16,0
N003658,P195,8x16,1
N003659,P002,8x16,0
N003661,P044,8x16,1
N003662,P008,8x16,0
N003672,P006,8x16,0
N003674,P004,8x16,0
N003679,P001,8x16,0
N003691,P003,8x16,0
N003701,P094,8x16,0
N003703,P060,8x16,0
N003720,P046,8x16,0
N003729,P044,8x16,0
N003735,P001,8x16,0
N003748,P005,8x16,0
N003751,P006,8x16,0
N003758,P002,8x16,0
N003770,P136,8x16,0
N003781,P099,8x16,0
N003783,P020,8x16,0
N003804,P005,8x16,0
N003813,P219,8x16,0
N003816,P002,8x16,0
N003821,P002,8x16,0
N003823,P001,8x16,0
N003835,P115,8x16,0
N003837,P004,8x16,0
N003845,P111,8x16,0
N003847,P002,8x16,0
N003849,P005,8x16,0
N003854,P232,8x16,0
N003855,P004,8x16,0
N003860,P004,8x16,0
N003863,P006,8x16,0
N003865,P002,8x16,0
N003868,P172,8x16,0
N003883,P006,8x16,0
N003884,P002,8x16,0
N003903,P003,8x16,0
N003908,P020,8x16,0
N003909,P001,8x16,0
N003920,P202,8x16,0
N003939,P116,8x16,0
N003941,P005,8x16,0
N003942,P186,8x16,0
N003947,P240,8x16,0
N003948,P006,8x16,0
N003957,P030,8x16,0
N003982,P005,8x16,0
N003994,P006,8x16,0
N003995,P002,8x16,0
N004001,P004,8x16,0
N004002,P003,8x16,0
N004007,P005,8x16,0
N004013,P002,8x16,0
N004016,P002,8x16,0
N004017,P013,8x16,0
N004023,P234,8x16,0
N004026,P041,8x16,0
N004028,P022,8x16,0
N004043,P006,8x16,0
N004055,P094,8x16,0
N004062,P256,8x16,0
N004065,P004,8x16,0
N004066,P035,8x16,0
N004071,P181,8x16,1
N004072,P150,8x16,1
N004075,P004,8x16,0
N004081,P001,8x16,0
N004084,P006,8x16,0
N004085,P069,8x16,1
N004086,P172,8x16,1
N004094,P015,8x16,0
N004096,P135,8x16,0
N004106,P002,8x16,0
N004107,P006,8x16,0
N004139,P095,8x16,0
N004140,P006,8x16,0
N004151,P002,8x16,0
N004158,P104,8x16,0
N004167,P003,8x16,0
N004168,P001,8x16,0
N004169,P027,8x16,0
N004174,P135,8x16,0
N004177,P240,8x16,0
N004181,P003,8x16,0
N004184,P002,8x16,0
N004186,P004,8x16,0
N004195,P006,8x16,0
N004212,P003,8x16,0
N004216,P050,8x16,0
N004217,P001,8x16,0
N004218,P004,8x16,0
N004220,P006,8x16,0
N004229,P002,8x16,0
N004248,P169,8x16,0
N004269,P245,8x16,0
N004298,P006,8x16,1
N004299,P003,8x16,1
N004306,P044,8x16,1
N004307,P094,8x16,1
N004315,P004,8x16,0
N004323,P061,8x16,0
N004325,P141,8x16,0
N004328,P052,8x16,0
N004333,P208,8x16,0
N004348,P203,8x16,0
N004349,P005,8x16,0
N004353,P078,8x16,0
N004355,P002,8x16,0
N004364,P180,8x16,0
N004369,P089,8x16,0
N004409,P094,8x16,0
N004410,P005,8x16,0
N004413,P002,8x16,0
N004433,P004,8x16,0
N004438,P256,8x16,0
N004442,P094,8x16,0
N004445,P140,8x16,0
N004447,P094,8x16,0
N004449,P221,8x16,0
N004456,P002,8x16,0
N004491,P094,8x16,0
N004492,P002,8x16,0
N004509,P073,8x16,0
N004511,P004,8x16,0
N004522,P005,8x16,0
N004523,P168,8x16,0
N004544,P005,8x16,0
N004549,P003,8x16,0
N004552,P184,8x16,0
N004553,P094,8x16,0
N004563,P004,8x16,0
N004564,P005,8x16,0
N004567,P195,8x16,0
N004578,P006,8x16,0
N004599,P006,8x16,0
N004605,P108,8x16,0
N004629,P003,8x16,0
N004640,P122,8x16,0
N004655,P002,8x16,0
N004657,P004,8x16,0
N004662,P002,8x16,0
N004665,P065,8x16,0
N004672,P001,8x16,0
N004678,P002,8x16,1
N004680,P001,8x16,1
N004683,P004,8x16,0
N004687,P142,8x16,0
N004699,P050,8x16,0
N004708,P005,8x16,0
N004709,P230,8x16,1
N004711,P094,8x16,1
N004729,P004,8x16,0
N004730,P020,8x16,0
N004731,P006,8x16,0
N004742,P068,8x16,0
N004746,P232,8x16,0
N004754,P005,8x16,0
N004757,P054,8x16,0
N004758,P001,8x16,0
N004760,P232,8x16,0
N004762,P005,8x16,0
N004767,P094,8x16,1
N004768,P161,8x16,1
N004781,P011,8x16,0
N004789,P057,8x16,0
N004801,P002,8x16,0
N004802,P028,8x16,0
N004803,P100,8x16,1
N004804,P136,8x16,1
N004822,P002,8x16,0
N004845,P001,8x16,0
N004855,P143,8x16,0
N004856,P001,8x16,0
N004867,P240,8x16,0
N004870,P101,8x16,0
N004877,P143,8x16,0
N004880,P094,8x16,1
N004881,P166,8x16,1
N004906,P182,8x16,0
N004913,P021,8x16,0
N004939,P005,8x16,0
N004944,P002,8x16,0
N004949,P203,8x16,0
N004950,P006,8x16,0
N004951,P003,8x16,0
N004969,P001,8x16,0
N004978,P006,8x16,0
N004988,P002,8x16,0
N005005,P002,8x16,0
N005007,P001,8x16,0
N005024,P171,8x16,0
N005027,P088,8x16,0
N005028,P196,8x16,0
N005040,P235,8x16,1
N005041,P146,8x16,1
N005044,P240,8x16,1
N005045,P242,8x16,1
N005064,P006,8x16,0
N005067,P106,8x16,0
N005072,P005,8x16,0
N005073,P061,8x16,0
N005079,P002,8x16,0
N005080,P003,8x16,0
N005081,P213,8x16,0
N005108,P003,8x16,0
N005109,P105,8x16,0
N005115,P006,8x16,0
N005119,P006,8x16,0
N005121,P232,8x16,0
N005134,P005,8x16,0
N005135,P068,8x16,0
N005137,P154,8x16,0
N005139,P006,8x16,0
N005141,P137,8x16,0
N005163,P003,8x16,0
N005168,P003,8x16,0
N005210,P191,8x16,0
N005219,P011,8x16,0
N005222,P002,8x16,0
N005225,P004,8x16,0
N005231,P136,8x16,1
N005232,P094,8x16,1
N005241,P227,8x16,1
N005242,P040,8x16,1
N005243,P004,8x16,0
N005257,P002,8x16,0
N005260,P001,8x16,0
N005262,P065,8x16,0
N005263,P005,8x16,0
N005271,P003,8x16,0
N005276,P003,8x16,0
N005277,P246,8x16,0
N005288,P005,8x16,0
N005300,P005,8x16,1
N005301,P001,8x16,1
N005304,P122,8x16,1
N005305,P094,8x16,1
N005314,P005,8x16,0
N005321,P044,8x16,1
N005322,P215,8x16,1
N005326,P064,8x16,0
N005332,P020,8x16,1
N005333,P195,8x16,1
N005334,P122,8x16,0
N005337,P003,8x16,0
N005350,P215,8x16,0
N005352,P003,8x16,0
N005365,P106,8x16,0
N005371,P003,8x16,0
N005375,P002,8x16,0
N005378,P094,8x16,1
N005379,P230,8x16,1
N005390,P100,8x16,0
N005393,P211,8x16,0
N005397,P001,8x16,0
N005398,P004,8x16,0
N005403,P003,8x16,0
N005426,P200,8x16,1
N005427,P094,8x16,1
N005431,P002,8x16,0
N005436,P003,8x16,0
N005448,P094,8x16,0
N005451,P013,8x16,0
N005452,P167,8x16,1
N005453,P207,8x16,1
N005472,P005,8x16,0
N005475,P004,8x16,0
N005484,P004,8x16,0
N005487,P089,8x16,0
N005493,P004,8x16,0
N005497,P003,8x16,0
N005508,P004,8x16,0
N005512,P232,8x16,0
N005517,P004,8x16,0
N005556,P002,8x16,0
N005618,P001,8x16,0
N005629,P005,8x16,0
N005634,P238,8x16,0
N005647,P227,8x16,0
N005654,P006,8x16,0
N005664,P120,8x16,0
N005666,P094,8x16,0
N005669,P003,8x16,0
N005676,P032,8x16,0
N005690,P158,8x16,0
N005692,P004,8x16,0
N005716,P004,8x16,0
N005743,P001,8x16,0
N005744,P004,8x16,0
N005750,P004,8x16,0
N005771,P003,8x16,0
N005772,P094,8x16,0
N005773,P198,8x16,0
N005776,P142,8x16,0
N005780,P160,8x16,0
N005787,P020,8x16,0
N005805,P001,8x16,0
N005806,P006,8x16,0
N005814,P003,8x16,0
N005818,P003,8x16,0
N005825,P215,8x16,0
N005828,P004,8x16,0
N005835,P002,8x16,0
N005843,P121,8x16,0
N005855,P214,8x16,0
N005862,P002,8x16,0
N005867,P227,8x16,0
N005873,P002,8x16,0
N005891,P001,8x16,0
N005914,P062,8x16,0
N005917,P057,8x16,0
N005926,P089,8x16,0
N005927,P001,8x16,0
N005941,P002,8x16,0
N005945,P147,8x16,0
N005946,P004,8x16,0
N005953,P040,8x16,0
N005962,P020,8x16,0
N005983,P005,8x16,0
N005985,P004,8x16,0
N005986,P002,8x16,1
N005989,P005,8x16,1
N005990,P147,8x16,0
N006004,P005,8x16,0
N006009,P006,8x16,0
N006025,P074,8x16,0
N006038,P006,8x16,0
N006041,P003,8x16,0
N006045,P002,8x16,0
N006050,P003,8x16,0
N006053,P004,8x16,0
N006064,P003,8x16,0
N006079,P021,8x16,0
N006086,P137,8x16,1
N006087,P044,8x16,1
N006099,P001,8x16,0
N006100,P191,8x16,0
N006112,P002,8x16,0
N006116,P005,8x16,0
N006121,P004,8x16,0
N006131,P141,8x16,0
N006145,P064,8x16,0
N006146,P005,8x16,0
N006150,P003,8x16,1
N006153,P004,8x16,1
N006165,P003,8x16,0
N006167,P072,8x16,0
N006170,P004,8x16,0
N006173,P056,8x16,0
N006178,P002,8x16,0
N006182,P096,8x16,0
N006198,P006,8x16,0
N006200,P003,8x16,0
N006201,P122,8x16,0
N006225,P001,8x16,0
N006227,P221,8x16,0
N006266,P004,8x16,0
N006274,P002,8x16,0
N006275,P143,8x16,0
N006280,P035,8x16,0
N006306,P004,8x16,0
N006313,P101,8x16,0
N006319,P004,8x16,0
N006324,P001,8x16,0
N006325,P073,8x16,1
N006326,P094,8x16,1
N006349,P001,8x16,0
N006359,P005,8x16,0
N006364,P013,8x16,0
N006366,P006,8x16,0
N006385,P004,8x16,0
N006396,P125,8x16,0
N006401,P003,8x16,0
N006419,P001,8x16,0
N006423,P079,8x16,1
N006425,P094,8x16,1
N006457,P003,8x16,0
N006462,P200,8x16,1
N006463,P094,8x16,1
N006470,P001,8x16,0
N006480,P005,8x16,0
N006487,P248,8x16,0
N006491,P005,8x16,0
N006510,P170,8x16,0
N006511,P115,8x16,0
N006512,P001,8x16,0
N006541,P003,8x16,0
N006544,P001,8x16,0
N006545,P156,8x16,0
N006546,P004,8x16,0
N006560,P006,8x16,0
N006564,P244,8x16,0
N006565,P227,8x16,0
N006568,P003,8x16,0
N006569,P005,8x16,0
N006570,P004,8x16,0
N006584,P224,8x16,0
N006588,P015,8x16,0
N006591,P019,8x16,0
N006596,P004,8x16,0
N006620,P003,8x16,0
N006622,P001,8x16,0
N006623,P002,8x16,0
N006638,P006,8x16,0
N006643,P005,8x16,0
N006644,P094,8x16,0
N006646,P006,8x16,0
N006662,P005,8x16,0
N006701,P086,8x16,0
N006712,P108,8x16,0
N006725,P076,8x16,0
N006728,P004,8x16,0
N006730,P006,8x16,0
N006731,P167,8x16,1
N006732,P085,8x16,1
N006759,P013,8x16,0
N006760,P002,8x16,0
N006762,P240,8x16,0
N006764,P004,8x16,0
N006774,P006,8x16,0
N006775,P046,8x16,0
N006802,P005,8x16,0
N006804,P094,8x16,0
N006807,P093,8x16,0
N006820,P135,8x16,0
N006828,P226,8x16,0
N006832,P001,8x16,0
N006856,P004,8x16,0
N006857,P094,8x16,0
N006862,P006,8x16,0
N006863,P005,8x16,0
N006886,P153,8x16,0
N006893,P003,8x16,0
N006901,P217,8x16,0
N006903,P006,8x16,2
N006905,P189,8x16,2
N006906,P129,8x16,2
N006958,P004,8x16,0
N006959,P120,8x16,0
N006976,P001,8x16,0
N006981,P068,8x16,0
N006982,P191,8x16,0
N006996,P166,8x16,0
N006998,P005,8x16,0
N007002,P005,8x16,0
N007004,P193,8x16,0
N007009,P151,8x16,0
N007012,P094,8x16,0
N007021,P003,8x16,0
N007023,P006,8x16,1
N007027,P004,8x16,1
N007029,P114,8x16,0
N007036,P061,8x16,0
N007038,P013,8x16,0
N007053,P006,8x16,0
N007057,P002,8x16,0
N007060,P135,8x16,0
N007062,P001,8x16,0
N007063,P003,8x16,0
N007064,P215,8x16,0
N007076,P156,8x16,0
N007083,P003,8x16,0
N007101,P006,8x16,0
N007104,P175,8x16,1
N007105,P105,8x16,1
N007121,P094,8x16,0
N007128,P162,8x16,0
N007145,P003,8x16,0
N007146,P136,8x16,0
N007148,P002,8x16,0
N007153,P001,8x16,0
N007166,P222,8x16,0
N007181,P089,8x16,0
N007183,P006,8x16,0
N007185,P002,8x16,0
N007188,P094,8x16,0
N007190,P228,8x16,0
N007191,P004,8x16,0
N007193,P002,8x16,0
N007201,P010,8x16,0
N007205,P061,8x16,1
N007207,P136,8x16,1
N007220,P088,8x16,0
